jitter_mode,jitter_rms_ns,seed,pre_projection_C_F,pre_projection_ESR_Ohm,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,status,edge_fit_rejection_rate,samples_per_cycle
common,5,6,9.98253852063914e-05,0.0498165511090511,0.000100006011015182,0.00601101518178382,0.0498225419795642,0.354916040871567,PASS,0,40
common,5,7,9.98558759536005e-05,0.0498197377876052,9.99856991384767e-05,0.0143008615233087,0.049827133369685,0.345733260629932,PASS,0,40
common,5,8,9.98714345897794e-05,0.0498143116849166,9.99983752896995e-05,0.00162471030049627,0.0498305012945781,0.338997410843778,PASS,0,40
common,5,9,9.99157776212924e-05,0.0498050084521364,9.99953676064473e-05,0.00463239355266154,0.0498157921418907,0.368415716218506,PASS,0,40
common,5,10,0.00010007937230042,0.0498058947706056,9.99953553790421e-05,0.00464462095792761,0.0498269601190716,0.346079761856766,PASS,0,40
common,5,11,9.98135017574977e-05,0.0498280158464331,9.99992746093005e-05,0.000725390699496398,0.049837469397934,0.325061204132004,PASS,0,40
common,5,12,9.98252369188548e-05,0.0498259934369776,9.99936769067312e-05,0.00632309326881186,0.0498365975484154,0.326804903169109,PASS,0,40
common,5,13,0.000100055888442019,0.0498055211586924,0.000100003453041764,0.00345304176392336,0.0498218415807984,0.356316838403203,PASS,0,40
common,5,14,0.000100026784601621,0.049817107049057,9.99982200748091e-05,0.00177992519087011,0.0498284878619694,0.343024276061143,PASS,0,40
common,5,15,0.000100239656234662,0.049804470544209,9.99954812346616e-05,0.00451876533844597,0.0498130018202797,0.373996359440587,PASS,0,40
common,5,16,9.9907588108133e-05,0.0498207826329464,9.999952836505e-05,0.000471634949983368,0.0498412868653417,0.317426269316645,PASS,0,40
