test_id,fs_adc_Hz,adc_interval_s,adc_bits,sample_phase,window_requested_us,window_actual_us,points_available_pre,points_available_post,sampling_geometry_feasible,afe_order,afe_fc_v_Hz,afe_fc_i1_Hz,afe_fc_i2_Hz,attenuation_v_at_fsw_dB,group_delay_v_at_fsw_s,group_delay_v_edge_band_s,attenuation_i_at_fsw_dB,group_delay_i_at_fsw_s,group_delay_i_edge_band_s,alias_ratio_dB,C_MAPE_percent,ESR_MAPE_percent,NIS_V_mean,NIS_C_mean,NIS_R_mean,edge_predicted_variance_V2,voltage_saturation_fraction,current_saturation_fraction,accuracy_geometry_pass,robust_alias_pass,perturbation
1161,10000000,1e-07,14,0.13,2,2,20,20,1,1,250000,1000000,1000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-49.7041890257075,14.4840375581656,46.2691049948889,1.037497877759,100.818335354291,0.635322217572987,8.87186373235304e-06,0,0,0,0,nominal_fsw
1162,10000000,1e-07,14,0.67,2,2,20,20,1,1,250000,1000000,1000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-49.7041890257075,14.7555752657758,45.767495729973,1.05146514438318,101.87137204863,0.59796446362309,9.21673491678189e-06,0,0,0,0,nominal_fsw
1163,10000000,1e-07,14,0.13,2,2,20,20,1,2,250000,1000000,1000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,5.7913214220681,96.6441619823137,33.5869163896259,484.931685597465,0.409640430524256,1.73923281440444e-05,0,0,0,0,nominal_fsw
1164,10000000,1e-07,14,0.67,2,2,20,20,1,2,250000,1000000,1000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,5.49818364337419,96.4309218053515,33.9172112712281,492.173601343963,0.412700720574618,1.69598706258291e-05,0,0,0,0,nominal_fsw
1165,10000000,1e-07,14,0.13,2,2,20,20,1,1,250000,2000000,2000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-49.6323787485809,15.0538287871535,46.0680958591803,1.15332320066,105.056672332497,0.567540777293834,9.41922175049606e-06,0,0,0,0,nominal_fsw
1166,10000000,1e-07,14,0.67,2,2,20,20,1,1,250000,2000000,2000000,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-49.6323787485809,14.6914285747677,45.6905196581563,1.20729257814713,106.241059879916,0.581262461078847,9.32977217872223e-06,0,0,0,0,nominal_fsw
1167,10000000,1e-07,14,0.13,2,2,20,20,1,2,250000,2000000,2000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,5.36945762712381,96.1538134943514,34.1129006954347,491.187681724803,0.437430603093425,1.74019786020287e-05,0,0,0,0,nominal_fsw
1168,10000000,1e-07,14,0.67,2,2,20,20,1,2,250000,2000000,2000000,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,4.91258791881366,96.8492310340058,34.2025224781007,496.76356872291,0.476114140399279,1.76462775868002e-05,0,0,0,0,nominal_fsw
1169,10000000,1e-07,14,0.13,2,2,20,20,1,1,500000,250000,250000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-50.0474765024527,6.75244903125642,16.5139287049455,0.642650649793608,19.6122233437212,0.729772974698376,5.82989593184947e-06,0,0,0,0,nominal_fsw
1170,10000000,1e-07,14,0.67,2,2,20,20,1,1,500000,250000,250000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-50.0474765024527,7.75564245979632,16.4228373908245,0.638758784055716,19.691981309465,0.757433319833414,5.91536851640469e-06,0,0,0,0,nominal_fsw
1171,10000000,1e-07,14,0.13,2,2,20,20,1,2,500000,250000,250000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,9.43265205139109,30.1350344930302,0.705992130734287,136.318514116884,0.681048599545258,3.38953850027825e-05,0,0,0,0,nominal_fsw
1172,10000000,1e-07,14,0.67,2,2,20,20,1,2,500000,250000,250000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,10.9589750031791,30.549138035514,0.686046326216813,131.278633211286,0.614689895431497,3.42517110232811e-05,0,0,0,0,nominal_fsw
1173,10000000,1e-07,14,0.13,2,2,20,20,1,1,500000,500000,500000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-49.830228978904,4.19381397423572,16.2916342696482,0.643015556981162,24.9987318754385,0.954420636599415,5.71298761892724e-06,0,0,0,0,nominal_fsw
1174,10000000,1e-07,14,0.67,2,2,20,20,1,1,500000,500000,500000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-49.830228978904,4.97446683807129,16.1004995411288,0.628441126415137,24.5180449654373,0.660951324251851,5.63027896488162e-06,0,0,0,0,nominal_fsw
1175,10000000,1e-07,14,0.13,2,2,20,20,1,2,500000,500000,500000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,8.60984561364311,29.5311868231487,0.682846123533003,152.294203327535,0.618286795564092,3.39192736023376e-05,0,0,0,0,nominal_fsw
1176,10000000,1e-07,14,0.67,2,2,20,20,1,2,500000,500000,500000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,8.32267072184564,29.433144754459,0.681416179964669,151.092190090413,0.6304506554744,3.33972451950788e-05,0,0,0,0,nominal_fsw
1177,10000000,1e-07,14,0.13,2,2,20,20,1,1,500000,1000000,1000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-49.7041890257075,3.73109153170934,16.0193911200609,0.630868840137578,26.8362083786368,0.808858815376464,5.86741461667366e-06,0,0,0,0,nominal_fsw
1178,10000000,1e-07,14,0.67,2,2,20,20,1,1,500000,1000000,1000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-49.7041890257075,4.41029467751725,15.7423244170186,0.629468744616803,26.8035033671153,0.754186497324936,5.68113127404559e-06,0,0,0,0,nominal_fsw
1179,10000000,1e-07,14,0.13,2,2,20,20,1,2,500000,1000000,1000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,8.19967252579383,29.1440584244976,0.68533426301496,155.709187473126,0.73781910501462,3.51107419591169e-05,0,0,0,0,nominal_fsw
1180,10000000,1e-07,14,0.67,2,2,20,20,1,2,500000,1000000,1000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,9.01807267246898,29.6317702928168,0.689152640538589,156.482867185421,0.596088793772063,3.31323213307241e-05,0,0,0,0,nominal_fsw
1181,10000000,1e-07,14,0.13,2,2,20,20,1,1,500000,2000000,2000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-49.6323787485809,3.59302578892702,16.2231210004344,0.646512397502891,27.4598592070396,0.655030094203158,5.74375601524428e-06,0,0,0,0,nominal_fsw
1182,10000000,1e-07,14,0.67,2,2,20,20,1,1,500000,2000000,2000000,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-49.6323787485809,2.92440248879325,15.5906236293435,0.645143563841315,26.9031603192466,0.858043937691412,5.67354354336606e-06,0,0,0,0,nominal_fsw
1183,10000000,1e-07,14,0.13,2,2,20,20,1,2,500000,2000000,2000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,7.86181740044865,29.5364458309702,0.683828166335844,156.852774503513,0.591628782858464,3.32596435542967e-05,0,0,0,0,nominal_fsw
1184,10000000,1e-07,14,0.67,2,2,20,20,1,2,500000,2000000,2000000,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,8.70736961537594,29.3980356152071,0.688808699631415,155.951455329142,0.592872407640161,3.31974776138471e-05,0,0,0,0,nominal_fsw
1185,10000000,1e-07,14,0.13,2,2,20,20,1,1,1000000,250000,250000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-46.1861840298957,3.49868512579237,2.82202034798336,0.617928105346885,1.0910320138605,0.932175186846803,3.09016734716521e-06,0,0,0,0,nominal_fsw
1186,10000000,1e-07,14,0.67,2,2,20,20,1,1,1000000,250000,250000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-46.1861840298957,2.45653426605799,2.07245750454388,0.618033494409217,1.00832832251385,1.03549360113005,2.99160396139292e-06,0,0,1,1,nominal_fsw
1187,10000000,1e-07,14,0.13,2,2,20,20,1,2,1000000,250000,250000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,3.2817735350398,0.356865506556781,0.638815164188136,2.18996167571625,0.78510771510664,3.61554305228532e-06,0,0,0,0,nominal_fsw
1188,10000000,1e-07,14,0.67,2,2,20,20,1,2,1000000,250000,250000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,2.62968333492379,1.12147236123328,0.632486265732775,2.3260867017145,0.95082877473858,3.42359805631992e-06,0,0,1,1,nominal_fsw
1189,10000000,1e-07,14,0.13,2,2,20,20,1,1,1000000,500000,500000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-46.1861840298957,3.49983914153997,2.17107083167379,0.624161120831064,1.32771459921438,0.793460732784602,3.15089916172176e-06,0,0,0,0,nominal_fsw
1190,10000000,1e-07,14,0.67,2,2,20,20,1,1,1000000,500000,500000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-46.1861840298957,4.13478834674074,2.14722478139862,0.628337335516754,1.37158622204807,0.691167959248838,3.08827685751104e-06,0,0,0,0,nominal_fsw
1191,10000000,1e-07,14,0.13,2,2,20,20,1,2,1000000,500000,500000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,0.548657814611042,1.12272217270257,0.642890598224638,2.34422440912895,0.614433057203535,3.52922668649652e-06,0,0,1,1,nominal_fsw
1192,10000000,1e-07,14,0.67,2,2,20,20,1,2,1000000,500000,500000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,0.0902936750675432,0.42985689762014,0.630664820810123,2.06508736374341,0.84661416792112,3.54389131461654e-06,0,0,1,1,nominal_fsw
1193,10000000,1e-07,14,0.13,2,2,20,20,1,1,1000000,1000000,1000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-46.1861840298957,3.61915411261763,2.36790653218173,0.62812651677783,1.5169650808102,0.806172696148054,3.05145936138752e-06,0,0,0,0,nominal_fsw
1194,10000000,1e-07,14,0.67,2,2,20,20,1,1,1000000,1000000,1000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-46.1861840298957,3.356741822923,1.88663855807231,0.617162557796977,1.37783285998479,0.934708305322344,3.08908920939381e-06,0,0,0,0,nominal_fsw
1195,10000000,1e-07,14,0.13,2,2,20,20,1,2,1000000,1000000,1000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,1.26069309524082,0.0950155471606706,0.624711479233785,2.19741357366856,0.807381963241577,3.61108081047483e-06,0,0,1,1,nominal_fsw
1196,10000000,1e-07,14,0.67,2,2,20,20,1,2,1000000,1000000,1000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,1.03979457566519,0.864776732152639,0.646452862045129,2.28543381750003,0.649469649971312,3.59307596818964e-06,0,0,1,1,nominal_fsw
1197,10000000,1e-07,14,0.13,2,2,20,20,1,1,1000000,2000000,2000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-46.1861840298957,2.9819084842835,1.99636849495156,0.629983989914539,1.65502932316884,0.68058588698022,3.02871487221789e-06,0,0,1,1,nominal_fsw
1198,10000000,1e-07,14,0.67,2,2,20,20,1,1,1000000,2000000,2000000,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-46.1861840298957,3.38342221572212,2.22879137464259,0.626803440681409,1.50931170707558,0.848605817071233,3.05230140191551e-06,0,0,0,0,nominal_fsw
1199,10000000,1e-07,14,0.13,2,2,20,20,1,2,1000000,2000000,2000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,0.0749127801194849,0.696489611387729,0.619791710141029,2.01614808873605,0.688088291694201,3.54354792725517e-06,0,0,1,1,nominal_fsw
1200,10000000,1e-07,14,0.67,2,2,20,20,1,2,1000000,2000000,2000000,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,0.00620194913045768,0.402112066932991,0.63316662348541,2.31062793867479,0.745623457364174,3.53595484391144e-06,0,0,1,1,nominal_fsw
1201,10000000,1e-07,14,0.13,2,2,20,20,1,1,1500000,250000,250000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-43.1023523876323,1.26808179167002,0.62730942813628,0.611370014533536,1.0673006365536,0.768262501909502,2.9853087553019e-06,0,0,1,1,nominal_fsw
1202,10000000,1e-07,14,0.67,2,2,20,20,1,1,1500000,250000,250000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-43.1023523876323,0.676623223938777,0.413746369194556,0.622430181334593,1.15370590922255,0.852961955834262,3.04120543578364e-06,0,0,1,1,nominal_fsw
1203,10000000,1e-07,14,0.13,2,2,20,20,1,2,1500000,250000,250000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,9.14826046835395,0.330505340058818,0.617743991891497,2.75450918586593,0.820617769087957,3.21266296126502e-06,0,0,0,0,nominal_fsw
1204,10000000,1e-07,14,0.67,2,2,20,20,1,2,1500000,250000,250000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,8.65807724637733,0.512010646448857,0.631550409172925,2.83430393826101,0.667465735773466,3.25535207325895e-06,0,0,0,0,nominal_fsw
1205,10000000,1e-07,14,0.13,2,2,20,20,1,1,1500000,500000,500000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-43.1023523876323,0.21735570439716,0.243547099250652,0.623133361520957,0.993970426275182,0.990372835747856,2.98365427585822e-06,0,0,1,1,nominal_fsw
1206,10000000,1e-07,14,0.67,2,2,20,20,1,1,1500000,500000,500000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-43.1023523876323,0.390932355564955,0.700719495021129,0.629568220072682,0.891313929294471,0.822327349748708,3.01984484356665e-06,0,0,1,1,nominal_fsw
1207,10000000,1e-07,14,0.13,2,2,20,20,1,2,1500000,500000,500000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,8.69668234769354,0.742022788314234,0.605003057717781,2.08586580511123,0.825758524762064,3.30811427607563e-06,0,0,0,0,nominal_fsw
1208,10000000,1e-07,14,0.67,2,2,20,20,1,2,1500000,500000,500000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,6.74225185497241,0.876145124277938,0.620137708981373,1.73853370586515,0.812101643307875,3.19365246694927e-06,0,0,0,0,nominal_fsw
1209,10000000,1e-07,14,0.13,2,2,20,20,1,1,1500000,1000000,1000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-43.1023523876323,0.158290444788789,0.372969575938487,0.624019003371716,0.97136096735794,0.631018026651663,3.00540603287708e-06,0,0,1,1,nominal_fsw
1210,10000000,1e-07,14,0.67,2,2,20,20,1,1,1500000,1000000,1000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-43.1023523876323,1.07964756779474,0.191755689284046,0.621611448413577,1.01993526474431,0.657810200766886,2.93117457450749e-06,0,0,1,1,nominal_fsw
1211,10000000,1e-07,14,0.13,2,2,20,20,1,2,1500000,1000000,1000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,6.00745326349934,0.585200160055344,0.621912316694776,1.82102795442375,0.783152276303302,3.20565407692854e-06,0,0,0,0,nominal_fsw
1212,10000000,1e-07,14,0.67,2,2,20,20,1,2,1500000,1000000,1000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,6.41412791899429,1.15917845006799,0.627661935783199,1.56243542859465,0.947411918942349,3.16118289201644e-06,0,0,0,0,nominal_fsw
1213,10000000,1e-07,14,0.13,2,2,20,20,1,1,1500000,2000000,2000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-43.1023523876323,0.0313357116460855,0.270971726590297,0.620408247136087,0.954013018178833,0.894578995501754,2.92711017019291e-06,0,0,1,1,nominal_fsw
1214,10000000,1e-07,14,0.67,2,2,20,20,1,1,1500000,2000000,2000000,-0.00482281539738106,1.05985533688917e-07,1.0323563875415e-07,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-43.1023523876323,0.88682410420704,0.247947127580339,0.633577516397795,0.940777173994174,0.903538318486549,3.03669522312203e-06,0,0,1,1,nominal_fsw
1215,10000000,1e-07,14,0.13,2,2,20,20,1,2,1500000,2000000,2000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,5.50656382762467,0.689363896141471,0.629484051039236,1.8578736774651,0.835837456598032,3.32636884143975e-06,0,0,0,0,nominal_fsw
1216,10000000,1e-07,14,0.67,2,2,20,20,1,2,1500000,2000000,2000000,-5.36165696188321e-06,1.50219259149706e-07,1.54101944642893e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,6.78637178289203,0.333304112273192,0.621130373780009,1.56241958273548,0.788677769535104,3.24753618003422e-06,0,0,0,0,nominal_fsw
1217,10000000,1e-07,14,0.13,2,2,20,20,1,1,2000000,250000,250000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-40.9242120626743,1.70250031911736,0.141920151895403,0.640946455995803,0.9477508392301,0.97626376644254,2.994782880153e-06,0,0,1,1,nominal_fsw
1218,10000000,1e-07,14,0.67,2,2,20,20,1,1,2000000,250000,250000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-40.9242120626743,0.373416005949001,0.00252076541107371,0.630755641851285,1.02509170656551,0.780095424084294,2.89008583996367e-06,0,0,1,1,nominal_fsw
1219,10000000,1e-07,14,0.13,2,2,20,20,1,2,2000000,250000,250000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,4.08532357606761,0.79855599907771,0.627326084442026,1.64459122942207,0.832125950715766,3.01180600989973e-06,0,0,0,0,nominal_fsw
1220,10000000,1e-07,14,0.67,2,2,20,20,1,2,2000000,250000,250000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-50.3825906078242,4.27419154454058,0.998271740384538,0.631882719037651,1.56833018847121,0.880950606255234,2.95716395989099e-06,0,0,0,0,nominal_fsw
1221,10000000,1e-07,14,0.13,2,2,20,20,1,1,2000000,500000,500000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-40.9242120626743,0.644885812558971,0.845945897580958,0.620693711251751,0.927421556334001,0.805532092092798,3.05227095413266e-06,0,0,1,1,nominal_fsw
1222,10000000,1e-07,14,0.67,2,2,20,20,1,1,2000000,500000,500000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0432137378264256,3.1515830311229e-07,2.54647908913008e-07,-40.9242120626743,0.00426911215993808,0.650631859546746,0.631413811818558,0.867395332970152,0.789749844595091,3.04559386214895e-06,0,0,1,1,nominal_fsw
1223,10000000,1e-07,14,0.13,2,2,20,20,1,2,2000000,500000,500000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,0.626803042034152,0.152416941025302,0.616220055049856,1.264982347373,0.760125554502357,2.97537176322105e-06,0,0,1,1,nominal_fsw
1224,10000000,1e-07,14,0.67,2,2,20,20,1,2,2000000,500000,500000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-0.000434272768624432,4.5461427828784e-07,5.29597832694518e-07,-49.9930866940831,1.73197128505651,0.344148139185418,0.621287495130854,1.25003321632958,0.766017045834653,2.9698552457649e-06,0,0,1,1,nominal_fsw
1225,10000000,1e-07,14,0.13,2,2,20,20,1,1,2000000,1000000,1000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-40.9242120626743,0.407305504950684,1.51335888216391,0.6235165867798,1.04792153205422,0.745215421713367,2.94705648536809e-06,0,0,1,1,nominal_fsw
1226,10000000,1e-07,14,0.67,2,2,20,20,1,1,2000000,1000000,1000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.0108438129222004,1.58758047966712e-07,1.49792887593424e-07,-40.9242120626743,2.27483853406265,1.00293496938384,0.631070315681493,0.804711960120018,0.985614708595241,3.00944066151356e-06,0,0,1,1,nominal_fsw
1227,10000000,1e-07,14,0.13,2,2,20,20,1,2,2000000,1000000,1000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,1.98411521697666,0.493177646323684,0.616855050584438,1.19726314023088,0.982458113204689,3.00279624637982e-06,0,0,1,1,nominal_fsw
1228,10000000,1e-07,14,0.67,2,2,20,20,1,2,2000000,1000000,1000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-2.71433202967853e-05,2.25640366491931e-07,2.38215990294049e-07,-49.7917173371701,1.26118090474177,0.280153438501474,0.618799315222101,1.18642346702418,0.805550680157868,2.94662174982029e-06,0,0,1,1,nominal_fsw
1229,10000000,1e-07,14,0.13,2,2,20,20,1,1,2000000,2000000,2000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-40.9242120626743,0.809665733056453,0.803733477830582,0.618911114308223,0.876999943141353,0.649650639746189,3.01013460696304e-06,0,0,1,1,nominal_fsw
1230,10000000,1e-07,14,0.67,2,2,20,20,1,1,2000000,2000000,2000000,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-0.00271349263374914,7.95277666910522e-08,7.83532027490969e-08,-40.9242120626743,0.190212772612652,1.2898206325457,0.624957066619945,0.915587394066478,0.935640812255066,3.00907405512094e-06,0,0,1,1,nominal_fsw
1231,10000000,1e-07,14,0.13,2,2,20,20,1,2,2000000,2000000,2000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,1.12403547467161,0.0198439884983914,0.621099699340586,1.2059164440366,0.63372160784617,3.0236080580435e-06,0,0,1,1,nominal_fsw
1232,10000000,1e-07,14,0.67,2,2,20,20,1,2,2000000,2000000,2000000,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-1.69646248855021e-06,1.12609832744504e-07,1.14270071863055e-07,-49.688770997336,0.600179340458151,0.295530545085931,0.634132122677024,1.01755729775432,0.934311423548996,2.96781065077607e-06,0,0,1,1,nominal_fsw
1233,10000000,1e-07,14,0.13,2,2,20,20,1,1,3000000,250000,250000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-38.0156717480389,2.49978395645751,0.639913001443104,0.618874504680889,1.05832644201494,0.778560471403824,2.95941655429392e-06,0,0,1,1,nominal_fsw
1234,10000000,1e-07,14,0.67,2,2,20,20,1,1,3000000,250000,250000,-0.00120620603998196,5.30369152206258e-08,5.26857742637191e-08,-0.170333392987803,6.12134396241429e-07,3.18309886714201e-07,-38.0156717480389,2.2407199699938,1.13283769436772,0.612726223232576,1.1865171384152,0.770053580746994,2.97111952746492e-06,0,0,1,1,nominal_fsw
1235,10000000,1e-07,14,0.13,2,2,20,20,1,2,3000000,250000,250000,-3.35103753839414e-07,7.50471945447958e-08,7.55437329481472e-08,-0.00694315866354403,9.34833235980618e-07,9.00316314657189e-07,-49.6389368841618,3.22516261825696,0.000472655134964306,0.636433344348021,1.29747749774974,0.589816722045573,2.99641410188382e-06,0,0,0,0,nominal_fsw
