path_id,ADC_mode,voltage_architecture,nominal_bits,ENOB,fs_adc_Hz,multi_cycle,quantization_case,calibration_level,fusion_method,C_est_F,ESR_est_Ohm,C_MAPE_percent,C_MAPE_p95_percent,ESR_MAPE_percent,ESR_MAPE_p95_percent,C_bias_percent,ESR_bias_percent,C_variance,ESR_variance,NIS_C_mean,NIS_R_mean,NEES_mean,CI_C_95_coverage,CI_ESR_95_coverage,accuracy_pass,confidence_pass
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q1_deterministic,Cal3,robust_trimmed_mean,0.000107136232838801,0.0540337271225529,12.7063489647563,41.2108790662984,32.5141451292037,65.820397590897,7.1362328388012,8.06745424510575,1.78256453607373e-10,0.000367470734553386,0,0,2.36349768286851,0.9375,1,0,1
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q2_2mV,Cal3,TS_SLTVKE_sequential,0.00010267212518683,0.0501776875359141,21.7007954879827,72.6963189847125,19.0342959552034,56.1747939911802,2.67212518683035,0.355375071828101,1.23014980850969e-09,0.000158005435292629,1.09614113133841,0.884401266156431,2.53372648581516,0.875,0.9375,0,0
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q2_2mV,Cal3,weighted_batch_average,0.000102590274913697,0.0489003752570719,26.2302170387598,60.9437883287663,21.8268380512356,58.4473342247639,2.59027491369712,-2.19924948585623,9.96869052071862e-10,0.000199968872348135,1.01480203678679,0.998017779180906,4.53598894628046,0.875,0.90625,0,0
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q2_2mV,Cal3,robust_trimmed_mean,0.000103800978607815,0.0518364411775466,24.0780935079059,88.9945543457859,19.1666004830641,63.2937361042529,3.80097860781541,3.67288235509324,1.43937050362532e-09,0.000183455943914047,0.988980102008505,0.937336232451925,2.24158562531637,0.9375,0.9375,0,1
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q3_full_nonideal,Cal3,TS_SLTVKE_sequential,0.000148078449399393,0.050815244925052,60.8141161262763,246.40187594629,43.5193318994349,94.876703580935,48.0784493993932,1.63048985010397,6.01151472244798e-09,0.000684376950390749,1.24849054653032,1.11808977589995,6.45402633064634,0.875,0.625,0,0
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q3_full_nonideal,Cal3,weighted_batch_average,0.000117664181643621,0.0486898271665317,43.8988591671462,145.425771782178,31.3849785246839,75.5280179339546,17.6641816436213,-2.6203456669367,3.92029759034147e-09,0.000371571570215488,1.14391171067824,1.39051118781091,7.56094551650496,0.78125,0.8125,0,0
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,16,Q3_full_nonideal,Cal3,robust_trimmed_mean,0.000125957905771163,0.0471036984224071,48.2419500407096,198.637275139615,27.3093358414955,54.9167271128219,25.9579057711633,-5.79260315518572,5.06543917698303e-09,0.000242463191172545,1.35952486607697,1.31433648021496,4.46589766875631,0.8125,0.90625,0,0
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,64,Q1_deterministic,Cal3,TS_SLTVKE_sequential,9.33207185553494e-05,0.0565796665280616,21.2601351302068,44.784531601998,35.3138407592643,65.1310730369767,-6.67928144465064,13.1593330561232,6.57221085728152e-10,0.000397438550333422,0,0,6.44393346716542,0.6875,1,0,0
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,64,Q1_deterministic,Cal3,weighted_batch_average,0.000108827826497319,0.0500992917969611,11.6242225646648,10.8775647494182,27.9151084578428,64.4274969861352,8.82782649731872,0.198583593922264,9.26052541439327e-11,0.00028729537391284,0,0,1.5594617564847,0.96875,1,0,1
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,64,Q1_deterministic,Cal3,robust_trimmed_mean,0.000107097207243671,0.0539987583882711,12.6872324283874,41.2766158884013,32.3373678334817,64.7911188220137,7.09720724367078,7.99751677654212,1.79036024801479e-10,0.000363259375532657,0,0,2.36493249224043,0.9375,1,0,1
native_12_V1,native_12bit_highspeed,V1,12,10.5,4000000,64,Q2_2mV,Cal3,TS_SLTVKE_sequential,0.000102941020077275,0.0487996352529658,11.8895345568157,26.1025243352362,8.7178197453421,24.1430499859705,2.94102007727466,-2.40072949406834,1.9665640083622e-10,3.15058305672001e-05,1.04837055199857,1.01060597238532,1.74900812341779,0.96875,0.96875,0,1
