noise,C_factor,ESR_factor,Rload,seed,method,tail_C_err,tail_ESR_err,conv_cycles,joint_coverage,resets
10mV_5mA,0.9,2,17.2413793103448,1,KF,0.600363161618723,0.204357269188319,89,81.1,0
10mV_5mA,0.9,2,17.2413793103448,1,HYBRID,0.600363161618723,0.204357269188319,89,81.1,0
10mV_5mA,0.9,2,17.2413793103448,2,RLS,1.26856788216792,0.2293794409282,94,100,0
10mV_5mA,0.9,2,17.2413793103448,2,KF,0.173436482263959,0.201891173370828,314,100,0
10mV_5mA,0.9,2,17.2413793103448,2,HYBRID,0.173436482263959,0.201891173370828,314,100,0
10mV_5mA,0.9,2,17.2413793103448,3,RLS,2.84238063728094,0.116222551357789,306,100,0
10mV_5mA,0.9,2,17.2413793103448,3,KF,1.25963576588616,0.329265948213373,33,100,0
10mV_5mA,0.9,2,17.2413793103448,3,HYBRID,1.25963576588616,0.329265948213373,33,100,0
nominal,0.9,2,10,1,RLS,0.290792841531581,0.066445010335453,2,100,0
nominal,0.9,2,10,1,KF,0.174501744211865,0.0979525429196718,2,99.1,0
nominal,0.9,2,10,1,HYBRID,0.174501744211865,0.0979525429196718,2,99.1,0
nominal,0.9,2,10,2,RLS,0.13157946056164,0.036294297269893,2,100,0
nominal,0.9,2,10,2,KF,0.132001103651358,0.0752170100333616,2,98,0
nominal,0.9,2,10,2,HYBRID,0.132001103651358,0.0752170100333616,2,98,0
nominal,0.9,2,10,3,RLS,0.0984563097317987,0.0555988037433772,2,100,0
nominal,0.9,2,10,3,KF,0.10505784728398,0.0858079273360084,3,98.8,0
nominal,0.9,2,10,3,HYBRID,0.10505784728398,0.0858079273360084,3,98.8,0
10mV_5mA,0.9,2,10,1,RLS,2.16970802878664,0.0800054039783058,117,100,0
10mV_5mA,0.9,2,10,1,KF,0.710443765880512,0.21349483006027,9,97.7,0
10mV_5mA,0.9,2,10,1,HYBRID,0.710443765880512,0.21349483006027,9,97.7,0
10mV_5mA,0.9,2,10,2,RLS,0.763924296531175,0.383195988686664,40,100,0
10mV_5mA,0.9,2,10,2,KF,0.679772849099708,0.566179378760963,47,97.8,0
10mV_5mA,0.9,2,10,2,HYBRID,0.679772849099708,0.566179378760963,47,97.8,0
10mV_5mA,0.9,2,10,3,RLS,4.92401135252757,0.323924287571065,31,100,0
10mV_5mA,0.9,2,10,3,KF,1.53310475818442,0.597962776841287,39,99.8,0
10mV_5mA,0.9,2,10,3,HYBRID,1.53310475818442,0.597962776841287,39,99.8,0
nominal,0.9,2,6.89655172413793,1,RLS,0.143840577057662,0.0787664885021089,3,100,0
nominal,0.9,2,6.89655172413793,1,KF,0.118288454304134,0.0873540352288082,2,96.6,0
nominal,0.9,2,6.89655172413793,1,HYBRID,0.118288454304134,0.0873540352288082,2,96.6,0
nominal,0.9,2,6.89655172413793,2,RLS,0.0815179765143474,0.0649852244977813,3,100,0
nominal,0.9,2,6.89655172413793,2,KF,0.0410932431780774,0.0834932534610976,2,96.6,0
nominal,0.9,2,6.89655172413793,2,HYBRID,0.0410932431780774,0.0834932534610976,2,96.6,0
nominal,0.9,2,6.89655172413793,3,RLS,0.048975180131518,0.0625995574404843,9,100,0
nominal,0.9,2,6.89655172413793,3,KF,0.0387237839033945,0.0726889589779955,9,96.9,0
nominal,0.9,2,6.89655172413793,3,HYBRID,0.0322970168915465,0.0726889589779955,6,96.9,1
10mV_5mA,0.9,2,6.89655172413793,1,RLS,2.33940485251308,0.175801621478515,40,100,0
10mV_5mA,0.9,2,6.89655172413793,1,KF,1.76413748429004,0.117210088264969,30,98.6,0
10mV_5mA,0.9,2,6.89655172413793,1,HYBRID,1.76413748429004,0.117210088264969,30,98.6,0
10mV_5mA,0.9,2,6.89655172413793,2,RLS,0.432171307518402,0.13922742650513,49,100,0
10mV_5mA,0.9,2,6.89655172413793,2,KF,1.40007565305402,0.227314665161797,232,74.9,0
10mV_5mA,0.9,2,6.89655172413793,2,HYBRID,1.40007565305402,0.227314665161797,232,74.9,0
10mV_5mA,0.9,2,6.89655172413793,3,RLS,0.461335214051217,0.291001626522718,23,100,0
10mV_5mA,0.9,2,6.89655172413793,3,KF,1.40678597284756,0.357193669675402,15,93.1,0
10mV_5mA,0.9,2,6.89655172413793,3,HYBRID,1.40678597284756,0.357193669675402,15,93.1,0
nominal,1,1,17.2413793103448,1,RLS,0.144149650721457,0.124261924422564,9,100,0
nominal,1,1,17.2413793103448,1,KF,0.0685993596958591,0.207275405886354,3,99.4,0
nominal,1,1,17.2413793103448,1,HYBRID,0.0685993596958591,0.207275405886354,3,99.4,0
nominal,1,1,17.2413793103448,2,RLS,0.255746728990043,0.101946285735466,4,100,0
nominal,1,1,17.2413793103448,2,KF,0.0580521933696861,0.189012410671725,10,97.3,0
nominal,1,1,17.2413793103448,2,HYBRID,0.0580521933696861,0.189012410671725,10,97.3,0
nominal,1,1,17.2413793103448,3,RLS,0.406639630403981,0.116495489887746,14,100,0
nominal,1,1,17.2413793103448,3,KF,0.0414525130059463,0.201114863404071,4,98.9,0
nominal,1,1,17.2413793103448,3,HYBRID,0.0414525130059463,0.201114863404071,4,98.9,0
10mV_5mA,1,1,17.2413793103448,1,RLS,1.36004646687627,0.587979238529567,48,100,0
10mV_5mA,1,1,17.2413793103448,1,KF,0.3574705644723,0.830668788923203,186,99.7,0
10mV_5mA,1,1,17.2413793103448,1,HYBRID,0.3574705644723,0.830668788923203,186,99.7,0
10mV_5mA,1,1,17.2413793103448,2,RLS,1.18744787432487,0.217363026407204,90,100,0
10mV_5mA,1,1,17.2413793103448,2,KF,1.73802536778161,0.366356119158871,177,100,0
10mV_5mA,1,1,17.2413793103448,2,HYBRID,1.73802536778161,0.366356119158871,177,100,0
10mV_5mA,1,1,17.2413793103448,3,RLS,2.47954707814183,0.0763443471630776,248,100,0
10mV_5mA,1,1,17.2413793103448,3,KF,0.209261733079126,0.305022880675545,49,100,0
10mV_5mA,1,1,17.2413793103448,3,HYBRID,0.209261733079126,0.305022880675545,49,100,0
nominal,1,1,10,1,RLS,0.299785971465588,0.0157805090950509,9,100,0
nominal,1,1,10,1,KF,0.143589218685471,0.166547757801423,5,99.4,0
nominal,1,1,10,1,HYBRID,0.143589218685471,0.166547757801423,5,99.4,0
nominal,1,1,10,2,RLS,0.318102994423266,0.0478378689130816,5,100,0
nominal,1,1,10,2,KF,0.262087824788016,0.16653027625411,3,98.8,0
nominal,1,1,10,2,HYBRID,0.262087824788016,0.16653027625411,3,98.8,0
nominal,1,1,10,3,RLS,0.35461340529966,0.0309106490727742,10,100,0
nominal,1,1,10,3,KF,0.324892253653802,0.198803370050218,3,90.7,0
nominal,1,1,10,3,HYBRID,0.324892253653802,0.198803370050218,3,90.7,0
10mV_5mA,1,1,10,1,RLS,2.00580097553969,0.140674227109808,66,100,0
10mV_5mA,1,1,10,1,KF,1.24015966861695,0.252783426123804,38,100,0
10mV_5mA,1,1,10,1,HYBRID,1.24015966861695,0.252783426123804,38,100,0
10mV_5mA,1,1,10,2,RLS,0.713551121411934,0.253757241227157,93,100,0
10mV_5mA,1,1,10,2,KF,1.08201289712681,0.668914519346788,294,100,0
10mV_5mA,1,1,10,2,HYBRID,1.08201289712681,0.668914519346788,294,100,0
10mV_5mA,1,1,10,3,RLS,0.66598845523637,0.508737854358986,17,100,0
10mV_5mA,1,1,10,3,KF,0.736914405495779,1.03366868857498,37,97,0
10mV_5mA,1,1,10,3,HYBRID,0.736914405495779,1.03366868857498,37,97,0
nominal,1,1,6.89655172413793,1,RLS,0.410791668358179,0.057418903118958,2,100,0
nominal,1,1,6.89655172413793,1,KF,0.2588949016804,0.13003617839175,2,98.9,0
nominal,1,1,6.89655172413793,1,HYBRID,0.2588949016804,0.13003617839175,2,98.9,0
nominal,1,1,6.89655172413793,2,RLS,0.112329602074578,0.0568872297909528,2,100,0
nominal,1,1,6.89655172413793,2,KF,0.10472361688692,0.153073663032772,2,98.7,0
nominal,1,1,6.89655172413793,2,HYBRID,0.10472361688692,0.153073663032772,2,98.7,0
nominal,1,1,6.89655172413793,3,RLS,0.120625750595061,0.0448865600059829,2,100,0
nominal,1,1,6.89655172413793,3,KF,0.119038922798366,0.158429515256145,2,99.3,0
nominal,1,1,6.89655172413793,3,HYBRID,0.119038922798366,0.158429515256145,2,99.3,0
10mV_5mA,1,1,6.89655172413793,1,RLS,0.682606106811932,0.117472203863039,14,100,0
10mV_5mA,1,1,6.89655172413793,1,KF,0.368017434724879,0.286760524130664,18,98.9,0
10mV_5mA,1,1,6.89655172413793,1,HYBRID,0.368017434724879,0.286760524130664,18,98.9,0
10mV_5mA,1,1,6.89655172413793,2,RLS,1.2857173751132,0.128625619885292,122,100,0
10mV_5mA,1,1,6.89655172413793,2,KF,1.10579657067698,0.298627015204523,134,100,0
10mV_5mA,1,1,6.89655172413793,2,HYBRID,0.733031988564589,0.298627015204523,193,100,1
10mV_5mA,1,1,6.89655172413793,3,RLS,0.546332293329397,0.360444361823906,222,100,0
10mV_5mA,1,1,6.89655172413793,3,KF,0.186619207900922,0.474270698648513,257,94.2,0
10mV_5mA,1,1,6.89655172413793,3,HYBRID,0.186619207900922,0.474270698648513,257,94.2,0
nominal,1,1.5,17.2413793103448,1,RLS,0.41803455052525,0.0376217982965182,7,100,0
nominal,1,1.5,17.2413793103448,1,KF,0.355625435596122,0.220201177655855,4,99.3,0
nominal,1,1.5,17.2413793103448,1,HYBRID,0.355625435596122,0.220201177655855,4,99.3,0
nominal,1,1.5,17.2413793103448,2,RLS,0.158379922575835,0.0243680988420741,9,100,0
nominal,1,1.5,17.2413793103448,2,KF,0.275376273279659,0.162574553678322,2,99.3,0
nominal,1,1.5,17.2413793103448,2,HYBRID,0.275376273279659,0.162574553678322,2,99.3,0
nominal,1,1.5,17.2413793103448,3,RLS,0.356065887657959,0.0110356337319013,2,100,0
nominal,1,1.5,17.2413793103448,3,KF,0.132269255577586,0.176581807811679,3,99.1,0
nominal,1,1.5,17.2413793103448,3,HYBRID,0.132269255577586,0.176581807811679,3,99.1,0
10mV_5mA,1,1.5,17.2413793103448,1,RLS,1.55126425305186,0.711772162879117,297,100,0
10mV_5mA,1,1.5,17.2413793103448,1,KF,1.37937096262471,0.838584947622063,595,99.4,0
10mV_5mA,1,1.5,17.2413793103448,1,HYBRID,1.37937096262471,0.838584947622063,595,99.4,0
10mV_5mA,1,1.5,17.2413793103448,2,RLS,0.344127616623801,0.822935452328258,184,100,0
10mV_5mA,1,1.5,17.2413793103448,2,KF,0.218591728236361,1.83239790524875,205,95,0
10mV_5mA,1,1.5,17.2413793103448,2,HYBRID,0.218591728236361,1.83239790524875,205,95,0
10mV_5mA,1,1.5,17.2413793103448,3,RLS,4.33832129151788,0.544650990742217,38,100,0
10mV_5mA,1,1.5,17.2413793103448,3,KF,4.29784466769113,1.13858772756445,38,92,0
10mV_5mA,1,1.5,17.2413793103448,3,HYBRID,4.29784466769113,1.13858772756445,38,92,0
nominal,1,1.5,10,1,RLS,0.197181024090022,0.0527325033187691,2,100,0
nominal,1,1.5,10,1,KF,0.160660648975505,0.133605962188281,2,98.6,0
nominal,1,1.5,10,1,HYBRID,0.160660648975505,0.133605962188281,2,98.6,0
nominal,1,1.5,10,2,RLS,0.0932894024969711,0.0688825347657305,16,100,0
nominal,1,1.5,10,2,KF,0.273198396384679,0.114502910602482,6,88.3,0
nominal,1,1.5,10,2,HYBRID,0.273198396384679,0.114502910602482,6,88.3,0
nominal,1,1.5,10,3,RLS,0.141517571971765,0.0215375985984811,2,100,0
nominal,1,1.5,10,3,KF,0.0716743590825798,0.145806721193685,2,84.9,0
nominal,1,1.5,10,3,HYBRID,0.0716743590825798,0.145806721193685,2,84.9,0
10mV_5mA,1,1.5,10,1,RLS,2.79423685621024,0.0304841721404433,19,100,0
10mV_5mA,1,1.5,10,1,KF,1.09523169357026,0.230228560990804,32,97.5,0
10mV_5mA,1,1.5,10,1,HYBRID,1.09523169357026,0.230228560990804,32,97.5,0
10mV_5mA,1,1.5,10,2,RLS,2.38272941279337,0.326373431689929,43,100,0
10mV_5mA,1,1.5,10,2,KF,0.319119070901979,0.38232734801949,9,97.9,0
10mV_5mA,1,1.5,10,2,HYBRID,0.319119070901979,0.38232734801949,9,97.9,0
10mV_5mA,1,1.5,10,3,RLS,0.509627088371169,0.070434706731993,15,100,0
10mV_5mA,1,1.5,10,3,KF,0.664353937895098,0.355594764685764,14,100,0
10mV_5mA,1,1.5,10,3,HYBRID,0.664353937895098,0.355594764685764,14,100,0
nominal,1,1.5,6.89655172413793,1,RLS,0.266760582429287,0.0598445178159301,2,100,0
nominal,1,1.5,6.89655172413793,1,KF,0.277091796932736,0.109466329891311,2,65.8,0
nominal,1,1.5,6.89655172413793,1,HYBRID,0.277091796932736,0.109466329891311,2,65.8,0
nominal,1,1.5,6.89655172413793,2,RLS,0.0839397609514445,0.072740262661793,2,100,0
nominal,1,1.5,6.89655172413793,2,KF,0.0227251084180329,0.0994274024131768,2,97.6,0
nominal,1,1.5,6.89655172413793,2,HYBRID,0.0227251084180329,0.0994274024131768,2,97.6,0
nominal,1,1.5,6.89655172413793,3,RLS,0.0331845897335888,0.0574447175189203,4,100,0
nominal,1,1.5,6.89655172413793,3,KF,0.0289025562868437,0.117650818512165,2,98.8,0
nominal,1,1.5,6.89655172413793,3,HYBRID,0.0289025562868437,0.117650818512165,2,98.8,0
10mV_5mA,1,1.5,6.89655172413793,1,RLS,0.504114950800824,0.374328798762327,28,100,0
10mV_5mA,1,1.5,6.89655172413793,1,KF,0.209456091743776,0.42656183844162,40,98,0
10mV_5mA,1,1.5,6.89655172413793,1,HYBRID,0.209456091743776,0.42656183844162,40,98,0
10mV_5mA,1,1.5,6.89655172413793,2,RLS,1.20835910993587,0.171407600869865,233,100,0
10mV_5mA,1,1.5,6.89655172413793,2,KF,0.555972083645076,0.170082314118032,37,100,0
10mV_5mA,1,1.5,6.89655172413793,2,HYBRID,0.555972083645076,0.170082314118032,37,100,0
10mV_5mA,1,1.5,6.89655172413793,3,RLS,0.715276351953723,0.238211570456711,75,100,0
10mV_5mA,1,1.5,6.89655172413793,3,KF,0.167897841208325,0.152593726877617,79,99.1,0
10mV_5mA,1,1.5,6.89655172413793,3,HYBRID,0.167897841208325,0.152593726877617,79,99.1,0
nominal,1,2,17.2413793103448,1,RLS,0.0555495283941116,0.016161750010274,6,100,0
nominal,1,2,17.2413793103448,1,KF,0.112677498244914,0.121056892427906,2,98.7,0
nominal,1,2,17.2413793103448,1,HYBRID,0.112677498244914,0.121056892427906,2,98.7,0
nominal,1,2,17.2413793103448,2,RLS,0.293734463745556,0.0306650694308523,2,100,0
nominal,1,2,17.2413793103448,2,KF,0.145858347485989,0.125270677903588,10,99.4,0
nominal,1,2,17.2413793103448,2,HYBRID,0.145858347485989,0.125270677903588,10,99.4,0
nominal,1,2,17.2413793103448,3,RLS,0.32208532206381,0.0129685243556459,4,100,0
nominal,1,2,17.2413793103448,3,KF,0.10139660720104,0.120512701905438,2,98.4,0
nominal,1,2,17.2413793103448,3,HYBRID,0.10139660720104,0.120512701905438,2,98.4,0
10mV_5mA,1,2,17.2413793103448,1,RLS,6.09422833011754,0.340241237024406,138,100,0
10mV_5mA,1,2,17.2413793103448,1,KF,3.99836201403029,0.452483848037522,185,99.1,0
10mV_5mA,1,2,17.2413793103448,1,HYBRID,3.99836201403029,0.452483848037522,185,99.1,0
10mV_5mA,1,2,17.2413793103448,2,RLS,2.04731303228698,0.108100423241903,376,100,0
10mV_5mA,1,2,17.2413793103448,2,KF,1.35345060357099,0.433457312586223,371,99.9,0
10mV_5mA,1,2,17.2413793103448,2,HYBRID,1.35345060357099,0.433457312586223,371,99.9,0
10mV_5mA,1,2,17.2413793103448,3,RLS,0.786853488480684,0.0584130227231732,183,100,0
10mV_5mA,1,2,17.2413793103448,3,KF,0.585509648089566,0.212008761373729,185,100,0
10mV_5mA,1,2,17.2413793103448,3,HYBRID,0.585509648089566,0.212008761373729,185,100,0
nominal,1,2,10,1,RLS,0.0407942734602591,0.0409352179654965,3,100,0
nominal,1,2,10,1,KF,0.0857347963976727,0.0673792293618792,3,99.9,0
nominal,1,2,10,1,HYBRID,0.0857347963976727,0.0673792293618792,3,99.9,0
nominal,1,2,10,2,RLS,0.0851550485614249,0.0597364425164986,4,100,0
nominal,1,2,10,2,KF,0.0746041080269421,0.10742604514625,2,95.7,0
nominal,1,2,10,2,HYBRID,0.0746041080269421,0.10742604514625,2,95.7,0
nominal,1,2,10,3,RLS,0.118163812069536,0.0477796178751468,4,100,0
nominal,1,2,10,3,KF,0.075419822798571,0.102910669175558,2,98,0
nominal,1,2,10,3,HYBRID,0.075419822798571,0.102910669175558,2,98,0
10mV_5mA,1,2,10,1,RLS,2.77182682079741,0.27003490096657,112,100,0
10mV_5mA,1,2,10,1,KF,0.185819702705126,0.262357303281096,34,98.5,0
10mV_5mA,1,2,10,1,HYBRID,0.185819702705126,0.262357303281096,34,98.5,0
10mV_5mA,1,2,10,2,RLS,0.695262365349205,0.508000218552321,47,100,0
10mV_5mA,1,2,10,2,KF,0.701203996335771,0.733818935113262,41,89.1,0
10mV_5mA,1,2,10,2,HYBRID,0.701203996335771,0.733818935113262,41,89.1,0
10mV_5mA,1,2,10,3,RLS,0.717214660672778,0.379789966405068,55,100,0
10mV_5mA,1,2,10,3,KF,1.13698343830717,0.564063858043289,104,100,0
10mV_5mA,1,2,10,3,HYBRID,1.13698343830717,0.564063858043289,104,100,0
nominal,1,2,6.89655172413793,1,RLS,0.0939434932284022,0.087208772353353,2,100,0
nominal,1,2,6.89655172413793,1,KF,0.188932315737083,0.0990434231461964,2,76.9,0
nominal,1,2,6.89655172413793,1,HYBRID,0.188932315737083,0.0990434231461964,2,76.9,0
nominal,1,2,6.89655172413793,2,RLS,0.0923243184362429,0.0884365062535928,3,100,0
nominal,1,2,6.89655172413793,2,KF,0.0429015111884872,0.122446308746078,2,94.7,0
nominal,1,2,6.89655172413793,2,HYBRID,0.0429015111884872,0.122446308746078,2,94.7,0
nominal,1,2,6.89655172413793,3,RLS,0.130198860548636,0.0786495604073576,4,100,0
nominal,1,2,6.89655172413793,3,KF,0.121625526808548,0.119699800843139,2,96.2,0
nominal,1,2,6.89655172413793,3,HYBRID,0.121625526808548,0.119699800843139,2,96.2,0
10mV_5mA,1,2,6.89655172413793,1,RLS,0.453258956064372,0.15908193175964,26,100,0
10mV_5mA,1,2,6.89655172413793,1,KF,1.35652070685247,0.424802505919647,26,77.2,0
10mV_5mA,1,2,6.89655172413793,1,HYBRID,1.35652070685247,0.424802505919647,26,77.2,0
10mV_5mA,1,2,6.89655172413793,2,RLS,2.02802098960784,0.21447252880133,125,100,0
10mV_5mA,1,2,6.89655172413793,2,KF,1.7566211589488,0.18022623094507,155,99.9,0
10mV_5mA,1,2,6.89655172413793,2,HYBRID,2.14321528422227,0.18022623094507,155,99.9,1
10mV_5mA,1,2,6.89655172413793,3,RLS,0.315812290815377,0.322940365052159,45,100,0
10mV_5mA,1,2,6.89655172413793,3,KF,0.535173949247961,0.492130193794355,58,97.4,0
10mV_5mA,1,2,6.89655172413793,3,HYBRID,0.535173949247961,0.492130193794355,58,97.4,0
