method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,time_s,C_true,ESR_true,C_est,ESR_est
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.59392,8.81216e-05,0.05,8.83413102165221e-05,0.0501642346827782
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.6144,8.7712e-05,0.05,8.77844182009548e-05,0.0503161232537324
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.63488,8.73024e-05,0.05,8.72884282549752e-05,0.0501708164233632
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.65536,8.68928e-05,0.05,8.68066753569533e-05,0.0502396231058426
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.67584,8.64832e-05,0.05,8.63771771506075e-05,0.050278908240034
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.69632,8.60736e-05,0.05,8.65272459206058e-05,0.0501444066790677
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.7168,8.5664e-05,0.05,8.62046332451882e-05,0.0501285863299628
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.73728,8.52544e-05,0.05,8.51643543604067e-05,0.050220520415901
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.75776,8.48448e-05,0.05,8.46811687972752e-05,0.0501327925495395
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.77824,8.44352e-05,0.05,8.41090502284239e-05,0.0500922823048391
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.79872,8.40256e-05,0.05,8.39646996863733e-05,0.050263687357643
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.8192,8.3616e-05,0.05,8.36385780581602e-05,0.050077869175045
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.83968,8.32064e-05,0.05,8.32147685283877e-05,0.0501621540496771
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.86016,8.27968e-05,0.05,8.31517028637079e-05,0.0501947553525484
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.88064,8.23872e-05,0.05,8.24013530995711e-05,0.0502293601639828
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.90112,8.19776e-05,0.05,8.20448169261846e-05,0.0501969078804562
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.9216,8.1568e-05,0.05,8.14788227528288e-05,0.0502210750076469
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.94208,8.11584e-05,0.05,8.10138818071723e-05,0.0501903660202172
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.96256,8.07488e-05,0.05,8.10864889088539e-05,0.0501769625975586
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.98304,8.03392e-05,0.05,8.03888460609508e-05,0.0501633144839244
M1 TS-D-RLS,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,1,8e-05,0.05,8.01280122525472e-05,0.0502189981145982
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.02048,9.95904e-05,0.05,9.96123009420605e-05,0.0508977564309708
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.04096,9.91808e-05,0.05,9.94282214628577e-05,0.0515559573154285
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.06144,9.87712e-05,0.05,9.89121332951872e-05,0.0502190801618072
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.08192,9.83616e-05,0.05,9.86761914719925e-05,0.0503244984152938
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.1024,9.7952e-05,0.05,9.85143452372612e-05,0.0512767766489273
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.12288,9.75424e-05,0.05,9.80625870990118e-05,0.0506073394276959
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.14336,9.71328e-05,0.05,9.7724868365875e-05,0.0496878375182775
