scenario,algorithm,cycle,C_true_factor,ESR_true_factor,C_est_factor,ESR_est_factor
load_25_to_75,B0 Closed-form,419,1,1,1.00029834664428,0.999925774353813
load_25_to_75,B0 Closed-form,420,1,1,1.00029213108919,0.999927707313349
load_25_to_75,B0 Closed-form,421,1,1,1.00028604502484,0.999929589935397
load_25_to_75,B0 Closed-form,422,1,1,1.00028008575348,0.99993142353083
load_25_to_75,B0 Closed-form,423,1,1,1.00027425063362,0.999933209376381
load_25_to_75,B0 Closed-form,424,1,1,1.00026853707875,0.999934948715538
load_25_to_75,B0 Closed-form,425,1,1,1.00026294255628,0.999936642759404
load_25_to_75,B0 Closed-form,426,1,1,1.00025746458636,0.999938292687544
load_25_to_75,B0 Closed-form,427,1,1,1.00025210074081,0.999939899648806
load_25_to_75,B0 Closed-form,428,1,1,1.00024684864204,0.999941464762118
load_25_to_75,B0 Closed-form,429,1,1,1.000241705962,0.999942989117272
load_25_to_75,B0 Closed-form,430,1,1,1.00023667042112,0.999944473775676
load_25_to_75,B0 Closed-form,431,1,1,1.00023173978735,0.999945919771101
load_25_to_75,B0 Closed-form,432,1,1,1.00022691187511,0.999947328110395
load_25_to_75,B0 Closed-form,433,1,1,1.00022218454438,0.999948699774187
load_25_to_75,B0 Closed-form,434,1,1,1.00021755569971,0.999950035717568
load_25_to_75,B0 Closed-form,435,1,1,1.0002130232893,0.999951336870756
load_25_to_75,B0 Closed-form,436,1,1,1.0002085853041,0.999952604139747
load_25_to_75,B0 Closed-form,437,1,1,1.00020423977693,0.999953838406941
load_25_to_75,B0 Closed-form,438,1,1,1.00019998478158,0.99995504053176
load_25_to_75,B0 Closed-form,439,1,1,1.00019581843197,0.999956211351246
load_25_to_75,B0 Closed-form,440,1,1,1.0001917388813,0.99995735168064
load_25_to_75,B0 Closed-form,441,1,1,1.00018774432127,0.999958462313957
load_25_to_75,B0 Closed-form,442,1,1,1.00018383298125,0.999959544024531
load_25_to_75,B0 Closed-form,443,1,1,1.00018000312747,0.999960597565559
load_25_to_75,B0 Closed-form,444,1,1,1.00017625306231,0.999961623670622
load_25_to_75,B0 Closed-form,445,1,1,1.00017258112352,0.9999626230542
load_25_to_75,B0 Closed-form,446,1,1,1.00016898568344,0.999963596412163
load_25_to_75,B0 Closed-form,447,1,1,1.00016546514837,0.999964544422263
load_25_to_75,B0 Closed-form,448,1,1,1.00016201795778,0.9999654677446
load_25_to_75,B0 Closed-form,449,1,1,1.00015864258366,0.999966367022085
load_25_to_75,B0 Closed-form,450,1,1,1.00015533752983,0.999967242880885
load_25_to_75,B0 Closed-form,451,1,1,1.0001521013313,0.999968095930862
load_25_to_75,B0 Closed-form,452,1,1,1.00014893255356,0.999968926765995
load_25_to_75,B0 Closed-form,453,1,1,1.00014582979203,0.999969735964798
load_25_to_75,B0 Closed-form,454,1,1,1.00014279167136,0.999970524090714
load_25_to_75,B0 Closed-form,455,1,1,1.00013981684487,0.999971291692519
load_25_to_75,B0 Closed-form,456,1,1,1.00013690399394,0.999972039304693
load_25_to_75,B0 Closed-form,457,1,1,1.0001340518274,0.9999727674478
load_25_to_75,B0 Closed-form,458,1,1,1.00013125908099,0.999973476628846
load_25_to_75,B0 Closed-form,459,1,1,1.00012852451681,0.999974167341637
load_25_to_75,B0 Closed-form,460,1,1,1.00012584692271,0.999974840067115
load_25_to_75,B0 Closed-form,461,1,1,1.00012322511182,0.999975495273701
load_25_to_75,B0 Closed-form,462,1,1,1.00012065792199,0.999976133417615
load_25_to_75,B0 Closed-form,463,1,1,1.00011814421528,0.999976754943198
load_25_to_75,B0 Closed-form,464,1,1,1.00011568287746,0.999977360283218
load_25_to_75,B0 Closed-form,465,1,1,1.00011327281751,0.999977949859176
load_25_to_75,B0 Closed-form,466,1,1,1.00011091296715,0.999978524081594
load_25_to_75,B0 Closed-form,467,1,1,1.00010860228033,0.999979083350302
load_25_to_75,B0 Closed-form,468,1,1,1.00010633973283,0.999979628054721
load_25_to_75,B0 Closed-form,469,1,1,1.00010412432173,0.99998015857413
load_25_to_75,B0 Closed-form,470,1,1,1.00010195506502,0.999980675277928
load_25_to_75,B0 Closed-form,471,1,1,1.00009983100117,0.999981178525899
load_25_to_75,B0 Closed-form,472,1,1,1.00009775118864,0.999981668668454
load_25_to_75,B0 Closed-form,473,1,1,1.00009571470555,0.999982146046879
load_25_to_75,B0 Closed-form,474,1,1,1.00009372064918,0.999982610993575
load_25_to_75,B0 Closed-form,475,1,1,1.00009176813566,0.999983063832284
load_25_to_75,B0 Closed-form,476,1,1,1.0000898562995,0.999983504878318
load_25_to_75,B0 Closed-form,477,1,1,1.00008798429326,0.999983934438779
load_25_to_75,B0 Closed-form,478,1,1,1.00008615128715,0.999984352812769
load_25_to_75,B0 Closed-form,479,1,1,1.00008435646867,0.999984760291603
load_25_to_75,B0 Closed-form,480,1,1,1.00008259904224,0.999985157159009
load_25_to_75,B0 Closed-form,481,1,1,1.00008087822886,0.999985543691327
load_25_to_75,B0 Closed-form,482,1,1,1.00007919326575,0.999985920157698
load_25_to_75,B0 Closed-form,483,1,1,1.00007754340605,0.999986286820258
load_25_to_75,B0 Closed-form,484,1,1,1.00007592791843,0.999986643934314
load_25_to_75,B0 Closed-form,485,1,1,1.00007434608679,0.999986991748525
load_25_to_75,B0 Closed-form,486,1,1,1.00007279720998,0.999987330505074
load_25_to_75,B0 Closed-form,487,1,1,1.00007128060144,0.999987660439837
load_25_to_75,B0 Closed-form,488,1,1,1.00006979558891,0.99998798178255
load_25_to_75,B0 Closed-form,489,1,1,1.00006834151414,0.999988294756963
load_25_to_75,B0 Closed-form,490,1,1,1.0000669177326,0.999988599581
load_25_to_75,B0 Closed-form,491,1,1,1.00006552361317,0.999988896466911
load_25_to_75,B0 Closed-form,492,1,1,1.00006415853789,0.999989185621419
load_25_to_75,B0 Closed-form,493,1,1,1.00006282190169,0.999989467245861
load_25_to_75,B0 Closed-form,494,1,1,1.00006151311207,0.999989741536334
load_25_to_75,B0 Closed-form,495,1,1,1.0000602315889,0.999990008683825
load_25_to_75,B0 Closed-form,496,1,1,1.00005897676413,0.99999026887435
load_25_to_75,B0 Closed-form,497,1,1,1.00005774808155,0.999990522289081
load_25_to_75,B0 Closed-form,498,1,1,1.00005654499651,0.999990769104469
load_25_to_75,B0 Closed-form,499,1,1,1.00005536697575,0.999991009492374
load_25_to_75,B0 Closed-form,500,1,1,1.00005421349709,0.999991243620177
load_25_to_75,B0 Closed-form,501,1,1,1.00005308404924,0.999991471650901
load_25_to_75,B0 Closed-form,502,1,1,1.00005197813154,0.999991693743326
load_25_to_75,B0 Closed-form,503,1,1,1.0000508952538,0.999991910052093
load_25_to_75,B0 Closed-form,504,1,1,1.00004983493602,0.99999212072782
load_25_to_75,B0 Closed-form,505,1,1,1.00004879670818,0.9999923259172
load_25_to_75,B0 Closed-form,506,1,1,1.00004778011009,0.999992525763106
load_25_to_75,B0 Closed-form,507,1,1,1.00004678469113,0.999992720404692
load_25_to_75,B0 Closed-form,508,1,1,1.00004581001007,0.999992909977486
load_25_to_75,B0 Closed-form,509,1,1,1.00004485563486,0.999993094613489
load_25_to_75,B0 Closed-form,510,1,1,1.00004392114247,0.999993274441263
load_25_to_75,B0 Closed-form,511,1,1,1.00004300611867,0.999993449586021
load_25_to_75,B0 Closed-form,512,1,1,1.00004211015786,0.999993620169719
load_25_to_75,B0 Closed-form,513,1,1,1.0000412328629,0.999993786311132
load_25_to_75,B0 Closed-form,514,1,1,1.00004037384493,0.999993948125947
load_25_to_75,B0 Closed-form,515,1,1,1.00003953272316,0.999994105726833
load_25_to_75,B0 Closed-form,516,1,1,1.00003870912476,0.99999425922353
load_25_to_75,B0 Closed-form,517,1,1,1.00003790268466,0.999994408722918
load_25_to_75,B0 Closed-form,518,1,1,1.0000371130454,0.999994554329092
load_25_to_75,B0 Closed-form,519,1,1,1.00003633985695,0.999994696143438
load_25_to_75,B0 Closed-form,520,1,1,1.0000355827766,0.999994834264703
load_25_to_75,B0 Closed-form,521,1,1,1.00003484146875,0.99999496878906
load_25_to_75,B0 Closed-form,522,1,1,1.00003411560482,0.999995099810178
load_25_to_75,B0 Closed-form,523,1,1,1.00003340486305,0.999995227419288
load_25_to_75,B0 Closed-form,524,1,1,1.00003270892841,0.999995351705244
load_25_to_75,B0 Closed-form,525,1,1,1.0000320274924,0.999995472754587
load_25_to_75,B0 Closed-form,526,1,1,1.00003136025297,0.999995590651602
load_25_to_75,B0 Closed-form,527,1,1,1.00003070691437,0.999995705478384
load_25_to_75,B0 Closed-form,528,1,1,1.00003006718699,0.999995817314884
load_25_to_75,B0 Closed-form,529,1,1,1.00002944078726,0.999995926238976
load_25_to_75,B0 Closed-form,530,1,1,1.00002882743752,0.999996032326502
load_25_to_75,B0 Closed-form,531,1,1,1.00002822686591,0.999996135651333
load_25_to_75,B0 Closed-form,532,1,1,1.0000276388062,0.999996236285413
load_25_to_75,B0 Closed-form,533,1,1,1.00002706299774,0.999996334298814
load_25_to_75,B0 Closed-form,534,1,1,1.00002649918528,0.999996429759782
load_25_to_75,B0 Closed-form,535,1,1,1.00002594711892,0.999996522734788
load_25_to_75,B0 Closed-form,536,1,1,1.00002540655395,0.999996613288569
load_25_to_75,B0 Closed-form,537,1,1,1.00002487725074,0.999996701484179
load_25_to_75,B0 Closed-form,538,1,1,1.00002435897468,0.999996787383029
load_25_to_75,B0 Closed-form,539,1,1,1.00002385149604,0.999996871044929
load_25_to_75,B0 Closed-form,540,1,1,1.00002335458988,0.999996952528134
load_25_to_75,B0 Closed-form,541,1,1,1.00002286803592,0.99999703188938
load_25_to_75,B0 Closed-form,542,1,1,1.00002239161851,0.999997109183928
load_25_to_75,B0 Closed-form,543,1,1,1.00002192512645,0.999997184465596
load_25_to_75,B0 Closed-form,544,1,1,1.00002146835299,0.999997257786805
load_25_to_75,B0 Closed-form,545,1,1,1.00002102109563,0.999997329198607
load_25_to_75,B0 Closed-form,546,1,1,1.00002058315614,0.999997398750726
load_25_to_75,B0 Closed-form,547,1,1,1.00002015434039,0.999997466491593
load_25_to_75,B0 Closed-form,548,1,1,1.0000197344583,0.999997532468374
load_25_to_75,B0 Closed-form,549,1,1,1.00001932332375,0.99999759672701
load_25_to_75,B0 Closed-form,550,1,1,1.0000189207545,0.999997659312245
load_25_to_75,B0 Closed-form,551,1,1,1.00001852657212,0.999997720267655
load_25_to_75,B0 Closed-form,552,1,1,1.00001814060186,0.999997779635685
load_25_to_75,B0 Closed-form,553,1,1,1.00001776267266,0.999997837457672
load_25_to_75,B0 Closed-form,554,1,1,1.00001739261698,0.999997893773879
load_25_to_75,B0 Closed-form,555,1,1,1.00001703027079,0.999997948623517
load_25_to_75,B0 Closed-form,556,1,1,1.00001667547348,0.99999800204478
load_25_to_75,B0 Closed-form,557,1,1,1.00001632806779,0.999998054074864
load_25_to_75,B0 Closed-form,558,1,1,1.00001598789971,0.999998104749997
load_25_to_75,B0 Closed-form,559,1,1,1.00001565481846,0.999998154105466
load_25_to_75,B0 Closed-form,560,1,1,1.00001532867641,0.999998202175636
load_25_to_75,B0 Closed-form,561,1,1,1.00001500932899,0.999998248993979
load_25_to_75,B0 Closed-form,562,1,1,1.00001469663463,0.999998294593094
load_25_to_75,B0 Closed-form,563,1,1,1.00001439045474,0.999998339004732
load_25_to_75,B0 Closed-form,564,1,1,1.0000140906536,0.999998382259818
load_25_to_75,B0 Closed-form,565,1,1,1.00001379709832,0.999998424388468
load_25_to_75,B0 Closed-form,566,1,1,1.00001350965877,0.999998465420018
load_25_to_75,B0 Closed-form,567,1,1,1.00001322820755,0.999998505383039
load_25_to_75,B0 Closed-form,568,1,1,1.00001295261989,0.999998544305355
load_25_to_75,B0 Closed-form,569,1,1,1.00001268277364,0.99999858221407
load_25_to_75,B0 Closed-form,570,1,1,1.00001241854919,0.999998619135579
load_25_to_75,B0 Closed-form,571,1,1,1.00001215982942,0.99999865509559
load_25_to_75,B0 Closed-form,572,1,1,1.00001190649964,0.999998690119142
load_25_to_75,B0 Closed-form,573,1,1,1.00001165844756,0.999998724230623
load_25_to_75,B0 Closed-form,574,1,1,1.00001141556324,0.999998757453784
load_25_to_75,B0 Closed-form,575,1,1,1.000011177739,0.999998789811758
load_25_to_75,B0 Closed-form,576,1,1,1.00001094486944,0.999998821327077
load_25_to_75,B0 Closed-form,577,1,1,1.00001071685133,0.999998852021684
load_25_to_75,B0 Closed-form,578,1,1,1.00001049358359,0.999998881916953
load_25_to_75,B0 Closed-form,579,1,1,1.00001027496727,0.999998911033699
load_25_to_75,B0 Closed-form,580,1,1,1.00001006090545,0.999998939392196
load_25_to_75,B0 Closed-form,581,1,1,1.00000985130325,0.999998967012191
load_25_to_75,B0 Closed-form,582,1,1,1.00000964606777,0.999998993912915
load_25_to_75,B0 Closed-form,583,1,1,1.00000944510802,0.9999990201131
load_25_to_75,B0 Closed-form,584,1,1,1.00000924833494,0.999999045630988
load_25_to_75,B0 Closed-form,585,1,1,1.00000905566129,0.999999070484348
load_25_to_75,B0 Closed-form,586,1,1,1.00000886700168,0.999999094690484
load_25_to_75,B0 Closed-form,587,1,1,1.00000868227248,0.999999118266253
load_25_to_75,B0 Closed-form,588,1,1,1.00000850139181,0.999999141228069
load_25_to_75,B0 Closed-form,589,1,1,1.00000832427948,0.999999163591922
load_25_to_75,B0 Closed-form,590,1,1,1.00000815085699,0.999999185373382
load_25_to_75,B0 Closed-form,591,1,1,1.00000798104747,0.999999206587617
load_25_to_75,B0 Closed-form,592,1,1,1.00000781477564,0.999999227249398
load_25_to_75,B0 Closed-form,593,1,1,1.00000765196782,0.999999247373111
load_25_to_75,B0 Closed-form,594,1,1,1.00000749255182,0.99999926697277
load_25_to_75,B0 Closed-form,595,1,1,1.00000733645699,0.999999286062021
load_25_to_75,B0 Closed-form,596,1,1,1.00000718361414,0.999999304654155
load_25_to_75,B0 Closed-form,597,1,1,1.00000703395551,0.99999932276212
load_25_to_75,B0 Closed-form,598,1,1,1.00000688741477,0.999999340398523
load_25_to_75,B0 Closed-form,599,1,1,1.00000674392696,0.999999357575645
load_25_to_75,B1 RLS,0,1,1,1,1
load_25_to_75,B1 RLS,1,1,1,1,1
load_25_to_75,B1 RLS,2,1,1,1,1
load_25_to_75,B1 RLS,3,1,1,1,1
load_25_to_75,B1 RLS,4,1,1,1,1
load_25_to_75,B1 RLS,5,1,1,1,1
load_25_to_75,B1 RLS,6,1,1,1,1
load_25_to_75,B1 RLS,7,1,1,1,1
load_25_to_75,B1 RLS,8,1,1,1,1
load_25_to_75,B1 RLS,9,1,1,1,1
load_25_to_75,B1 RLS,10,1,1,1,1
load_25_to_75,B1 RLS,11,1,1,1,1
load_25_to_75,B1 RLS,12,1,1,1,1
load_25_to_75,B1 RLS,13,1,1,1,1
load_25_to_75,B1 RLS,14,1,1,1,1
load_25_to_75,B1 RLS,15,1,1,1,1
load_25_to_75,B1 RLS,16,1,1,1,1
load_25_to_75,B1 RLS,17,1,1,1,1
load_25_to_75,B1 RLS,18,1,1,1,1
load_25_to_75,B1 RLS,19,1,1,1,1
load_25_to_75,B1 RLS,20,1,1,1,1
load_25_to_75,B1 RLS,21,1,1,1,1
load_25_to_75,B1 RLS,22,1,1,1,1
load_25_to_75,B1 RLS,23,1,1,1,1
load_25_to_75,B1 RLS,24,1,1,1,1
load_25_to_75,B1 RLS,25,1,1,1,1
load_25_to_75,B1 RLS,26,1,1,1,1
load_25_to_75,B1 RLS,27,1,1,1,1
load_25_to_75,B1 RLS,28,1,1,1,1
load_25_to_75,B1 RLS,29,1,1,1,1
load_25_to_75,B1 RLS,30,1,1,1,1
load_25_to_75,B1 RLS,31,1,1,1,1
load_25_to_75,B1 RLS,32,1,1,1,1
load_25_to_75,B1 RLS,33,1,1,1,1
load_25_to_75,B1 RLS,34,1,1,1,1
load_25_to_75,B1 RLS,35,1,1,1,1
load_25_to_75,B1 RLS,36,1,1,1,1
load_25_to_75,B1 RLS,37,1,1,1,1
load_25_to_75,B1 RLS,38,1,1,1,1
load_25_to_75,B1 RLS,39,1,1,1,1
load_25_to_75,B1 RLS,40,1,1,1,1
load_25_to_75,B1 RLS,41,1,1,1,1
load_25_to_75,B1 RLS,42,1,1,1,1
load_25_to_75,B1 RLS,43,1,1,1,1
load_25_to_75,B1 RLS,44,1,1,1,1
load_25_to_75,B1 RLS,45,1,1,1,1
load_25_to_75,B1 RLS,46,1,1,1,1
load_25_to_75,B1 RLS,47,1,1,1,1
load_25_to_75,B1 RLS,48,1,1,1,1
load_25_to_75,B1 RLS,49,1,1,1,1
load_25_to_75,B1 RLS,50,1,1,1,1
load_25_to_75,B1 RLS,51,1,1,1,1
load_25_to_75,B1 RLS,52,1,1,1,1
load_25_to_75,B1 RLS,53,1,1,1,1
load_25_to_75,B1 RLS,54,1,1,1,1
load_25_to_75,B1 RLS,55,1,1,1,1
load_25_to_75,B1 RLS,56,1,1,1,1
load_25_to_75,B1 RLS,57,1,1,1,1
load_25_to_75,B1 RLS,58,1,1,1,1
load_25_to_75,B1 RLS,59,1,1,1,1
load_25_to_75,B1 RLS,60,1,1,1,1
load_25_to_75,B1 RLS,61,1,1,1,1
load_25_to_75,B1 RLS,62,1,1,1,1
load_25_to_75,B1 RLS,63,1,1,1,1
load_25_to_75,B1 RLS,64,1,1,1,1
load_25_to_75,B1 RLS,65,1,1,1,1
load_25_to_75,B1 RLS,66,1,1,1,1
load_25_to_75,B1 RLS,67,1,1,1,1
load_25_to_75,B1 RLS,68,1,1,1,1
load_25_to_75,B1 RLS,69,1,1,1,1
load_25_to_75,B1 RLS,70,1,1,1,1
load_25_to_75,B1 RLS,71,1,1,1,1
load_25_to_75,B1 RLS,72,1,1,1,1
load_25_to_75,B1 RLS,73,1,1,1,1
load_25_to_75,B1 RLS,74,1,1,1,1
load_25_to_75,B1 RLS,75,1,1,1,1
load_25_to_75,B1 RLS,76,1,1,1,1
load_25_to_75,B1 RLS,77,1,1,1,1
load_25_to_75,B1 RLS,78,1,1,1,1
load_25_to_75,B1 RLS,79,1,1,1,1
load_25_to_75,B1 RLS,80,1,1,1,1
load_25_to_75,B1 RLS,81,1,1,1,1
load_25_to_75,B1 RLS,82,1,1,1,1
load_25_to_75,B1 RLS,83,1,1,1,1
load_25_to_75,B1 RLS,84,1,1,1,1
load_25_to_75,B1 RLS,85,1,1,1,1
load_25_to_75,B1 RLS,86,1,1,1,1
load_25_to_75,B1 RLS,87,1,1,1,1
load_25_to_75,B1 RLS,88,1,1,1,1
load_25_to_75,B1 RLS,89,1,1,1,1
load_25_to_75,B1 RLS,90,1,1,1,1
load_25_to_75,B1 RLS,91,1,1,1,1
load_25_to_75,B1 RLS,92,1,1,1,1
load_25_to_75,B1 RLS,93,1,1,1,1
load_25_to_75,B1 RLS,94,1,1,1,1
load_25_to_75,B1 RLS,95,1,1,1,1
load_25_to_75,B1 RLS,96,1,1,1,1
load_25_to_75,B1 RLS,97,1,1,1,1
load_25_to_75,B1 RLS,98,1,1,1,1
load_25_to_75,B1 RLS,99,1,1,1,1
load_25_to_75,B1 RLS,100,1,1,1,1
load_25_to_75,B1 RLS,101,1,1,1,1
load_25_to_75,B1 RLS,102,1,1,1,1
load_25_to_75,B1 RLS,103,1,1,1,1
load_25_to_75,B1 RLS,104,1,1,1,1
load_25_to_75,B1 RLS,105,1,1,1,1
load_25_to_75,B1 RLS,106,1,1,1,1
load_25_to_75,B1 RLS,107,1,1,1,1
load_25_to_75,B1 RLS,108,1,1,1,1
load_25_to_75,B1 RLS,109,1,1,1,1
load_25_to_75,B1 RLS,110,1,1,1,1
load_25_to_75,B1 RLS,111,1,1,1,1
load_25_to_75,B1 RLS,112,1,1,1,1
load_25_to_75,B1 RLS,113,1,1,1,1
load_25_to_75,B1 RLS,114,1,1,1,1
load_25_to_75,B1 RLS,115,1,1,1,1
load_25_to_75,B1 RLS,116,1,1,1,1
load_25_to_75,B1 RLS,117,1,1,1,1
load_25_to_75,B1 RLS,118,1,1,1,1
load_25_to_75,B1 RLS,119,1,1,1,1
load_25_to_75,B1 RLS,120,1,1,1,1
load_25_to_75,B1 RLS,121,1,1,1,1
load_25_to_75,B1 RLS,122,1,1,1,1
load_25_to_75,B1 RLS,123,1,1,1,1
load_25_to_75,B1 RLS,124,1,1,1,1
load_25_to_75,B1 RLS,125,1,1,1,1
load_25_to_75,B1 RLS,126,1,1,1,1
load_25_to_75,B1 RLS,127,1,1,1,1
load_25_to_75,B1 RLS,128,1,1,1,1
load_25_to_75,B1 RLS,129,1,1,1,1
load_25_to_75,B1 RLS,130,1,1,1,1
load_25_to_75,B1 RLS,131,1,1,1,1
load_25_to_75,B1 RLS,132,1,1,1,1
load_25_to_75,B1 RLS,133,1,1,1,1
load_25_to_75,B1 RLS,134,1,1,1,1
load_25_to_75,B1 RLS,135,1,1,1,1
load_25_to_75,B1 RLS,136,1,1,1,1
load_25_to_75,B1 RLS,137,1,1,1,1
load_25_to_75,B1 RLS,138,1,1,1,1
load_25_to_75,B1 RLS,139,1,1,1,1
load_25_to_75,B1 RLS,140,1,1,1,1
load_25_to_75,B1 RLS,141,1,1,1,1
load_25_to_75,B1 RLS,142,1,1,1,1
load_25_to_75,B1 RLS,143,1,1,1,1
load_25_to_75,B1 RLS,144,1,1,1,1
load_25_to_75,B1 RLS,145,1,1,1,1
load_25_to_75,B1 RLS,146,1,1,1,1
load_25_to_75,B1 RLS,147,1,1,1,1
load_25_to_75,B1 RLS,148,1,1,1,1
load_25_to_75,B1 RLS,149,1,1,1,1
load_25_to_75,B1 RLS,150,1,1,1,1
load_25_to_75,B1 RLS,151,1,1,1,1
load_25_to_75,B1 RLS,152,1,1,1,1
load_25_to_75,B1 RLS,153,1,1,1,1
load_25_to_75,B1 RLS,154,1,1,1,1
load_25_to_75,B1 RLS,155,1,1,1,1
load_25_to_75,B1 RLS,156,1,1,1,1
load_25_to_75,B1 RLS,157,1,1,1,1
load_25_to_75,B1 RLS,158,1,1,1,1
load_25_to_75,B1 RLS,159,1,1,1,1
load_25_to_75,B1 RLS,160,1,1,1,1
load_25_to_75,B1 RLS,161,1,1,1,1
load_25_to_75,B1 RLS,162,1,1,1,1
load_25_to_75,B1 RLS,163,1,1,1,1
load_25_to_75,B1 RLS,164,1,1,1,1
load_25_to_75,B1 RLS,165,1,1,1,1
load_25_to_75,B1 RLS,166,1,1,1,1
load_25_to_75,B1 RLS,167,1,1,1,1
load_25_to_75,B1 RLS,168,1,1,1,1
load_25_to_75,B1 RLS,169,1,1,1,1
load_25_to_75,B1 RLS,170,1,1,1,1
load_25_to_75,B1 RLS,171,1,1,1,1
load_25_to_75,B1 RLS,172,1,1,1,1
load_25_to_75,B1 RLS,173,1,1,1,1
load_25_to_75,B1 RLS,174,1,1,1,1
load_25_to_75,B1 RLS,175,1,1,1,1
load_25_to_75,B1 RLS,176,1,1,1,1
load_25_to_75,B1 RLS,177,1,1,1,1
load_25_to_75,B1 RLS,178,1,1,1,1
load_25_to_75,B1 RLS,179,1,1,1,1
load_25_to_75,B1 RLS,180,1,1,1,1
load_25_to_75,B1 RLS,181,1,1,1,1
load_25_to_75,B1 RLS,182,1,1,1,1
load_25_to_75,B1 RLS,183,1,1,1,1
load_25_to_75,B1 RLS,184,1,1,1,1
load_25_to_75,B1 RLS,185,1,1,1,1
load_25_to_75,B1 RLS,186,1,1,1,1
load_25_to_75,B1 RLS,187,1,1,1,1
load_25_to_75,B1 RLS,188,1,1,1,1
load_25_to_75,B1 RLS,189,1,1,1,1
load_25_to_75,B1 RLS,190,1,1,1,1
load_25_to_75,B1 RLS,191,1,1,1,1
load_25_to_75,B1 RLS,192,1,1,1,1
load_25_to_75,B1 RLS,193,1,1,1,1
load_25_to_75,B1 RLS,194,1,1,1,1
load_25_to_75,B1 RLS,195,1,1,1,1
load_25_to_75,B1 RLS,196,1,1,1,1
load_25_to_75,B1 RLS,197,1,1,1,1
load_25_to_75,B1 RLS,198,1,1,1,1
load_25_to_75,B1 RLS,199,1,1,1,1
load_25_to_75,B1 RLS,200,1,1,1.04,0.968
load_25_to_75,B1 RLS,201,1,1,1.03948717948718,0.968512820512821
load_25_to_75,B1 RLS,202,1,1,1.03898093359632,0.969017422748192
load_25_to_75,B1 RLS,203,1,1,1.03848117803739,0.969513938409279
load_25_to_75,B1 RLS,204,1,1,1.03798782960101,0.970002497088617
load_25_to_75,B1 RLS,205,1,1,1.03750080614459,0.970483226301941
load_25_to_75,B1 RLS,206,1,1,1.03702002657863,0.970956251521461
load_25_to_75,B1 RLS,207,1,1,1.03654541085327,0.971421696208617
load_25_to_75,B1 RLS,208,1,1,1.03607687994489,0.971879681846299
load_25_to_75,B1 RLS,209,1,1,1.03561435584303,0.972330327970557
load_25_to_75,B1 RLS,210,1,1,1.03515776153735,0.972773752201798
load_25_to_75,B1 RLS,211,1,1,1.03470702100482,0.973210070275488
load_25_to_75,B1 RLS,212,1,1,1.03426205919707,0.973639396072355
load_25_to_75,B1 RLS,213,1,1,1.03382280202788,0.974061841648118
load_25_to_75,B1 RLS,214,1,1,1.03338917636085,0.974477517262732
load_25_to_75,B1 RLS,215,1,1,1.03296110999725,0.974886531409162
load_25_to_75,B1 RLS,216,1,1,1.03253853166395,0.975288990841708
load_25_to_75,B1 RLS,217,1,1,1.0321213710016,0.97568500060386
load_25_to_75,B1 RLS,218,1,1,1.03170955855286,0.976074664055721
load_25_to_75,B1 RLS,219,1,1,1.0313030257509,0.976458082900982
load_25_to_75,B1 RLS,220,1,1,1.03090170490794,0.976835357213466
load_25_to_75,B1 RLS,221,1,1,1.03050552920399,0.97720658546325
load_25_to_75,B1 RLS,222,1,1,1.03011443267573,0.977571864542365
load_25_to_75,B1 RLS,223,1,1,1.02972835020553,0.977931289790083
load_25_to_75,B1 RLS,224,1,1,1.02934721751059,0.978284955017807
load_25_to_75,B1 RLS,225,1,1,1.02897097113225,0.978632952533547
load_25_to_75,B1 RLS,226,1,1,1.02859954842542,0.978975373166022
