scenario,algorithm,cycle,C_true_factor,ESR_true_factor,C_est_factor,ESR_est_factor
C_1_to_0p8,B2 Augmented EKF,496,0.8,1,0.81665894341742,1.00108171643328
C_1_to_0p8,B2 Augmented EKF,497,0.8,1,0.816520118888941,1.00107044855377
C_1_to_0p8,B2 Augmented EKF,498,0.8,1,0.816382451231533,1.001059298048
C_1_to_0p8,B2 Augmented EKF,499,0.8,1,0.816245930804604,1.00104826369333
C_1_to_0p8,B2 Augmented EKF,500,0.8,1,0.816110548047899,1.00103734427986
C_1_to_0p8,B2 Augmented EKF,501,0.8,1,0.815976293480833,1.00102653861028
C_1_to_0p8,B2 Augmented EKF,502,0.8,1,0.815843157701826,1.00101584549976
C_1_to_0p8,B2 Augmented EKF,503,0.8,1,0.815711131387644,1.0010052637758
C_1_to_0p8,B2 Augmented EKF,504,0.8,1,0.815580205292747,1.00099479227814
C_1_to_0p8,B2 Augmented EKF,505,0.8,1,0.815450370248641,1.00098442985857
C_1_to_0p8,B2 Augmented EKF,506,0.8,1,0.815321617163236,1.00097417538088
C_1_to_0p8,B2 Augmented EKF,507,0.8,1,0.815193937020209,1.00096402772066
C_1_to_0p8,B2 Augmented EKF,508,0.8,1,0.815067320878374,1.00095398576524
C_1_to_0p8,B2 Augmented EKF,509,0.8,1,0.814941759871054,1.00094404841352
C_1_to_0p8,B2 Augmented EKF,510,0.8,1,0.814817245205462,1.00093421457587
C_1_to_0p8,B2 Augmented EKF,511,0.8,1,0.814693768162083,1.00092448317404
C_1_to_0p8,B2 Augmented EKF,512,0.8,1,0.814571320094065,1.00091485314098
C_1_to_0p8,B2 Augmented EKF,513,0.8,1,0.814449892426615,1.00090532342076
C_1_to_0p8,B2 Augmented EKF,514,0.8,1,0.814329476656393,1.00089589296846
C_1_to_0p8,B2 Augmented EKF,515,0.8,1,0.814210064350923,1.00088656075004
C_1_to_0p8,B2 Augmented EKF,516,0.8,1,0.814091647147999,1.00087732574223
C_1_to_0p8,B2 Augmented EKF,517,0.8,1,0.813974216755099,1.00086818693241
C_1_to_0p8,B2 Augmented EKF,518,0.8,1,0.813857764948806,1.00085914331853
C_1_to_0p8,B2 Augmented EKF,519,0.8,1,0.813742283574233,1.00085019390896
C_1_to_0p8,B2 Augmented EKF,520,0.8,1,0.813627764544448,1.00084133772241
C_1_to_0p8,B2 Augmented EKF,521,0.8,1,0.81351419983991,1.0008325737878
C_1_to_0p8,B2 Augmented EKF,522,0.8,1,0.813401581507911,1.00082390114418
C_1_to_0p8,B2 Augmented EKF,523,0.8,1,0.813289901662012,1.0008153188406
C_1_to_0p8,B2 Augmented EKF,524,0.8,1,0.813179152481495,1.00080682593601
C_1_to_0p8,B2 Augmented EKF,525,0.8,1,0.813069326210816,1.00079842149917
C_1_to_0p8,B2 Augmented EKF,526,0.8,1,0.812960415159059,1.00079010460856
C_1_to_0p8,B2 Augmented EKF,527,0.8,1,0.8128524116994,1.00078187435222
C_1_to_0p8,B2 Augmented EKF,528,0.8,1,0.812745308268572,1.00077372982772
C_1_to_0p8,B2 Augmented EKF,529,0.8,1,0.812639097366334,1.00076567014201
C_1_to_0p8,B2 Augmented EKF,530,0.8,1,0.812533771554948,1.00075769441136
C_1_to_0p8,B2 Augmented EKF,531,0.8,1,0.812429323458657,1.00074980176125
C_1_to_0p8,B2 Augmented EKF,532,0.8,1,0.812325745763168,1.00074199132623
C_1_to_0p8,B2 Augmented EKF,533,0.8,1,0.812223031215141,1.00073426224992
C_1_to_0p8,B2 Augmented EKF,534,0.8,1,0.812121172621682,1.00072661368481
C_1_to_0p8,B2 Augmented EKF,535,0.8,1,0.812020162849835,1.00071904479226
C_1_to_0p8,B2 Augmented EKF,536,0.8,1,0.811919994826086,1.00071155474235
C_1_to_0p8,B2 Augmented EKF,537,0.8,1,0.811820661535869,1.00070414271378
C_1_to_0p8,B2 Augmented EKF,538,0.8,1,0.81172215602307,1.00069680789384
C_1_to_0p8,B2 Augmented EKF,539,0.8,1,0.811624471389544,1.00068954947828
C_1_to_0p8,B2 Augmented EKF,540,0.8,1,0.811527600794631,1.00068236667122
C_1_to_0p8,B2 Augmented EKF,541,0.8,1,0.811431537454676,1.00067525868506
C_1_to_0p8,B2 Augmented EKF,542,0.8,1,0.811336274642554,1.00066822474042
C_1_to_0p8,B2 Augmented EKF,543,0.8,1,0.811241805687199,1.00066126406604
C_1_to_0p8,B2 Augmented EKF,544,0.8,1,0.811148123973139,1.00065437589869
C_1_to_0p8,B2 Augmented EKF,545,0.8,1,0.81105522294003,1.00064755948308
C_1_to_0p8,B2 Augmented EKF,546,0.8,1,0.810963096082196,1.0006408140718
C_1_to_0p8,B2 Augmented EKF,547,0.8,1,0.810871736948178,1.00063413892521
C_1_to_0p8,B2 Augmented EKF,548,0.8,1,0.810781139140276,1.00062753331141
C_1_to_0p8,B2 Augmented EKF,549,0.8,1,0.810691296314108,1.00062099650608
C_1_to_0p8,B2 Augmented EKF,550,0.8,1,0.810602202178157,1.00061452779248
C_1_to_0p8,B2 Augmented EKF,551,0.8,1,0.810513850493339,1.00060812646131
C_1_to_0p8,B2 Augmented EKF,552,0.8,1,0.810426235072561,1.00060179181067
C_1_to_0p8,B2 Augmented EKF,553,0.8,1,0.810339349780289,1.00059552314597
C_1_to_0p8,B2 Augmented EKF,554,0.8,1,0.81025318853212,1.00058931977987
C_1_to_0p8,B2 Augmented EKF,555,0.8,1,0.810167745294353,1.00058318103216
C_1_to_0p8,B2 Augmented EKF,556,0.8,1,0.810083014083566,1.00057710622974
C_1_to_0p8,B2 Augmented EKF,557,0.8,1,0.809998988966203,1.00057109470652
C_1_to_0p8,B2 Augmented EKF,558,0.8,1,0.809915664058152,1.00056514580332
C_1_to_0p8,B2 Augmented EKF,559,0.8,1,0.809833033524334,1.00055925886787
C_1_to_0p8,B2 Augmented EKF,560,0.8,1,0.809751091578297,1.00055343325467
C_1_to_0p8,B2 Augmented EKF,561,0.8,1,0.809669832481812,1.00054766832493
C_1_to_0p8,B2 Augmented EKF,562,0.8,1,0.809589250544463,1.00054196344655
C_1_to_0p8,B2 Augmented EKF,563,0.8,1,0.809509340123259,1.00053631799398
C_1_to_0p8,B2 Augmented EKF,564,0.8,1,0.809430095622232,1.00053073134821
C_1_to_0p8,B2 Augmented EKF,565,0.8,1,0.809351511492047,1.00052520289666
C_1_to_0p8,B2 Augmented EKF,566,0.8,1,0.809273582229613,1.00051973203316
C_1_to_0p8,B2 Augmented EKF,567,0.8,1,0.8091963023777,1.00051431815781
C_1_to_0p8,B2 Augmented EKF,568,0.8,1,0.809119666524552,1.000508960677
C_1_to_0p8,B2 Augmented EKF,569,0.8,1,0.809043669303514,1.00050365900328
C_1_to_0p8,B2 Augmented EKF,570,0.8,1,0.808968305392652,1.00049841255533
C_1_to_0p8,B2 Augmented EKF,571,0.8,1,0.80889356951438,1.00049322075788
C_1_to_0p8,B2 Augmented EKF,572,0.8,1,0.808819456435093,1.00048808304165
C_1_to_0p8,B2 Augmented EKF,573,0.8,1,0.808745960964801,1.0004829988433
C_1_to_0p8,B2 Augmented EKF,574,0.8,1,0.808673077956761,1.00047796760535
C_1_to_0p8,B2 Augmented EKF,575,0.8,1,0.808600802307121,1.00047298877613
C_1_to_0p8,B2 Augmented EKF,576,0.8,1,0.808529128954562,1.00046806180971
C_1_to_0p8,B2 Augmented EKF,577,0.8,1,0.808458052879941,1.00046318616586
C_1_to_0p8,B2 Augmented EKF,578,0.8,1,0.808387569105941,1.00045836130996
C_1_to_0p8,B2 Augmented EKF,579,0.8,1,0.808317672696725,1.00045358671299
C_1_to_0p8,B2 Augmented EKF,580,0.8,1,0.808248358757585,1.00044886185139
C_1_to_0p8,B2 Augmented EKF,581,0.8,1,0.808179622434606,1.00044418620711
C_1_to_0p8,B2 Augmented EKF,582,0.8,1,0.808111458914317,1.00043955926745
C_1_to_0p8,B2 Augmented EKF,583,0.8,1,0.808043863423365,1.00043498052508
C_1_to_0p8,B2 Augmented EKF,584,0.8,1,0.80797683122817,1.00043044947794
C_1_to_0p8,B2 Augmented EKF,585,0.8,1,0.807910357634602,1.00042596562921
C_1_to_0p8,B2 Augmented EKF,586,0.8,1,0.807844437987647,1.00042152848724
C_1_to_0p8,B2 Augmented EKF,587,0.8,1,0.807779067671083,1.0004171375655
C_1_to_0p8,B2 Augmented EKF,588,0.8,1,0.807714242107157,1.00041279238253
C_1_to_0p8,B2 Augmented EKF,589,0.8,1,0.807649956756264,1.00040849246188
C_1_to_0p8,B2 Augmented EKF,590,0.8,1,0.807586207116629,1.00040423733207
C_1_to_0p8,B2 Augmented EKF,591,0.8,1,0.80752298872399,1.00040002652652
C_1_to_0p8,B2 Augmented EKF,592,0.8,1,0.807460297151291,1.00039585958354
C_1_to_0p8,B2 Augmented EKF,593,0.8,1,0.807398128008363,1.00039173604621
C_1_to_0p8,B2 Augmented EKF,594,0.8,1,0.807336476941627,1.0003876554624
C_1_to_0p8,B2 Augmented EKF,595,0.8,1,0.80727533963378,1.00038361738466
C_1_to_0p8,B2 Augmented EKF,596,0.8,1,0.807214711803498,1.00037962137024
C_1_to_0p8,B2 Augmented EKF,597,0.8,1,0.807154589205136,1.00037566698097
C_1_to_0p8,B2 Augmented EKF,598,0.8,1,0.807094967628426,1.00037175378325
C_1_to_0p8,B2 Augmented EKF,599,0.8,1,0.80703584289819,1.000367881348
C_1_to_0p8,B3 Dual EKF,0,1,1,1,1
C_1_to_0p8,B3 Dual EKF,1,1,1,1,1
C_1_to_0p8,B3 Dual EKF,2,1,1,1,1
C_1_to_0p8,B3 Dual EKF,3,1,1,1,1
C_1_to_0p8,B3 Dual EKF,4,1,1,1,1
C_1_to_0p8,B3 Dual EKF,5,1,1,1,1
C_1_to_0p8,B3 Dual EKF,6,1,1,1,1
C_1_to_0p8,B3 Dual EKF,7,1,1,1,1
C_1_to_0p8,B3 Dual EKF,8,1,1,1,1
C_1_to_0p8,B3 Dual EKF,9,1,1,1,1
C_1_to_0p8,B3 Dual EKF,10,1,1,1,1
C_1_to_0p8,B3 Dual EKF,11,1,1,1,1
C_1_to_0p8,B3 Dual EKF,12,1,1,1,1
C_1_to_0p8,B3 Dual EKF,13,1,1,1,1
C_1_to_0p8,B3 Dual EKF,14,1,1,1,1
C_1_to_0p8,B3 Dual EKF,15,1,1,1,1
C_1_to_0p8,B3 Dual EKF,16,1,1,1,1
C_1_to_0p8,B3 Dual EKF,17,1,1,1,1
C_1_to_0p8,B3 Dual EKF,18,1,1,1,1
C_1_to_0p8,B3 Dual EKF,19,1,1,1,1
C_1_to_0p8,B3 Dual EKF,20,1,1,1,1
C_1_to_0p8,B3 Dual EKF,21,1,1,1,1
C_1_to_0p8,B3 Dual EKF,22,1,1,1,1
C_1_to_0p8,B3 Dual EKF,23,1,1,1,1
C_1_to_0p8,B3 Dual EKF,24,1,1,1,1
C_1_to_0p8,B3 Dual EKF,25,1,1,1,1
C_1_to_0p8,B3 Dual EKF,26,1,1,1,1
C_1_to_0p8,B3 Dual EKF,27,1,1,1,1
C_1_to_0p8,B3 Dual EKF,28,1,1,1,1
C_1_to_0p8,B3 Dual EKF,29,1,1,1,1
C_1_to_0p8,B3 Dual EKF,30,1,1,1,1
C_1_to_0p8,B3 Dual EKF,31,1,1,1,1
C_1_to_0p8,B3 Dual EKF,32,1,1,1,1
C_1_to_0p8,B3 Dual EKF,33,1,1,1,1
C_1_to_0p8,B3 Dual EKF,34,1,1,1,1
C_1_to_0p8,B3 Dual EKF,35,1,1,1,1
C_1_to_0p8,B3 Dual EKF,36,1,1,1,1
C_1_to_0p8,B3 Dual EKF,37,1,1,1,1
C_1_to_0p8,B3 Dual EKF,38,1,1,1,1
C_1_to_0p8,B3 Dual EKF,39,1,1,1,1
C_1_to_0p8,B3 Dual EKF,40,1,1,1,1
C_1_to_0p8,B3 Dual EKF,41,1,1,1,1
C_1_to_0p8,B3 Dual EKF,42,1,1,1,1
C_1_to_0p8,B3 Dual EKF,43,1,1,1,1
C_1_to_0p8,B3 Dual EKF,44,1,1,1,1
C_1_to_0p8,B3 Dual EKF,45,1,1,1,1
C_1_to_0p8,B3 Dual EKF,46,1,1,1,1
C_1_to_0p8,B3 Dual EKF,47,1,1,1,1
C_1_to_0p8,B3 Dual EKF,48,1,1,1,1
C_1_to_0p8,B3 Dual EKF,49,1,1,1,1
C_1_to_0p8,B3 Dual EKF,50,1,1,1,1
C_1_to_0p8,B3 Dual EKF,51,1,1,1,1
C_1_to_0p8,B3 Dual EKF,52,1,1,1,1
C_1_to_0p8,B3 Dual EKF,53,1,1,1,1
C_1_to_0p8,B3 Dual EKF,54,1,1,1,1
C_1_to_0p8,B3 Dual EKF,55,1,1,1,1
C_1_to_0p8,B3 Dual EKF,56,1,1,1,1
C_1_to_0p8,B3 Dual EKF,57,1,1,1,1
C_1_to_0p8,B3 Dual EKF,58,1,1,1,1
C_1_to_0p8,B3 Dual EKF,59,1,1,1,1
C_1_to_0p8,B3 Dual EKF,60,1,1,1,1
C_1_to_0p8,B3 Dual EKF,61,1,1,1,1
C_1_to_0p8,B3 Dual EKF,62,1,1,1,1
C_1_to_0p8,B3 Dual EKF,63,1,1,1,1
C_1_to_0p8,B3 Dual EKF,64,1,1,1,1
C_1_to_0p8,B3 Dual EKF,65,1,1,1,1
C_1_to_0p8,B3 Dual EKF,66,1,1,1,1
C_1_to_0p8,B3 Dual EKF,67,1,1,1,1
C_1_to_0p8,B3 Dual EKF,68,1,1,1,1
C_1_to_0p8,B3 Dual EKF,69,1,1,1,1
C_1_to_0p8,B3 Dual EKF,70,1,1,1,1
C_1_to_0p8,B3 Dual EKF,71,1,1,1,1
C_1_to_0p8,B3 Dual EKF,72,1,1,1,1
C_1_to_0p8,B3 Dual EKF,73,1,1,1,1
C_1_to_0p8,B3 Dual EKF,74,1,1,1,1
C_1_to_0p8,B3 Dual EKF,75,1,1,1,1
C_1_to_0p8,B3 Dual EKF,76,1,1,1,1
C_1_to_0p8,B3 Dual EKF,77,1,1,1,1
C_1_to_0p8,B3 Dual EKF,78,1,1,1,1
C_1_to_0p8,B3 Dual EKF,79,1,1,1,1
C_1_to_0p8,B3 Dual EKF,80,1,1,1,1
C_1_to_0p8,B3 Dual EKF,81,1,1,1,1
C_1_to_0p8,B3 Dual EKF,82,1,1,1,1
C_1_to_0p8,B3 Dual EKF,83,1,1,1,1
C_1_to_0p8,B3 Dual EKF,84,1,1,1,1
C_1_to_0p8,B3 Dual EKF,85,1,1,1,1
C_1_to_0p8,B3 Dual EKF,86,1,1,1,1
C_1_to_0p8,B3 Dual EKF,87,1,1,1,1
C_1_to_0p8,B3 Dual EKF,88,1,1,1,1
C_1_to_0p8,B3 Dual EKF,89,1,1,1,1
C_1_to_0p8,B3 Dual EKF,90,1,1,1,1
C_1_to_0p8,B3 Dual EKF,91,1,1,1,1
C_1_to_0p8,B3 Dual EKF,92,1,1,1,1
C_1_to_0p8,B3 Dual EKF,93,1,1,1,1
C_1_to_0p8,B3 Dual EKF,94,1,1,1,1
C_1_to_0p8,B3 Dual EKF,95,1,1,1,1
C_1_to_0p8,B3 Dual EKF,96,1,1,1,1
C_1_to_0p8,B3 Dual EKF,97,1,1,1,1
C_1_to_0p8,B3 Dual EKF,98,1,1,1,1
C_1_to_0p8,B3 Dual EKF,99,1,1,1,1
C_1_to_0p8,B3 Dual EKF,100,1,1,1,1
C_1_to_0p8,B3 Dual EKF,101,1,1,1,1
C_1_to_0p8,B3 Dual EKF,102,1,1,1,1
C_1_to_0p8,B3 Dual EKF,103,1,1,1,1
C_1_to_0p8,B3 Dual EKF,104,1,1,1,1
C_1_to_0p8,B3 Dual EKF,105,1,1,1,1
C_1_to_0p8,B3 Dual EKF,106,1,1,1,1
C_1_to_0p8,B3 Dual EKF,107,1,1,1,1
C_1_to_0p8,B3 Dual EKF,108,1,1,1,1
C_1_to_0p8,B3 Dual EKF,109,1,1,1,1
C_1_to_0p8,B3 Dual EKF,110,1,1,1,1
C_1_to_0p8,B3 Dual EKF,111,1,1,1,1
C_1_to_0p8,B3 Dual EKF,112,1,1,1,1
C_1_to_0p8,B3 Dual EKF,113,1,1,1,1
C_1_to_0p8,B3 Dual EKF,114,1,1,1,1
C_1_to_0p8,B3 Dual EKF,115,1,1,1,1
C_1_to_0p8,B3 Dual EKF,116,1,1,1,1
C_1_to_0p8,B3 Dual EKF,117,1,1,1,1
C_1_to_0p8,B3 Dual EKF,118,1,1,1,1
C_1_to_0p8,B3 Dual EKF,119,1,1,1,1
C_1_to_0p8,B3 Dual EKF,120,1,1,1,1
C_1_to_0p8,B3 Dual EKF,121,1,1,1,1
C_1_to_0p8,B3 Dual EKF,122,1,1,1,1
C_1_to_0p8,B3 Dual EKF,123,1,1,1,1
C_1_to_0p8,B3 Dual EKF,124,1,1,1,1
C_1_to_0p8,B3 Dual EKF,125,1,1,1,1
C_1_to_0p8,B3 Dual EKF,126,1,1,1,1
C_1_to_0p8,B3 Dual EKF,127,1,1,1,1
C_1_to_0p8,B3 Dual EKF,128,1,1,1,1
C_1_to_0p8,B3 Dual EKF,129,1,1,1,1
C_1_to_0p8,B3 Dual EKF,130,1,1,1,1
C_1_to_0p8,B3 Dual EKF,131,1,1,1,1
C_1_to_0p8,B3 Dual EKF,132,1,1,1,1
C_1_to_0p8,B3 Dual EKF,133,1,1,1,1
C_1_to_0p8,B3 Dual EKF,134,1,1,1,1
C_1_to_0p8,B3 Dual EKF,135,1,1,1,1
C_1_to_0p8,B3 Dual EKF,136,1,1,1,1
C_1_to_0p8,B3 Dual EKF,137,1,1,1,1
C_1_to_0p8,B3 Dual EKF,138,1,1,1,1
C_1_to_0p8,B3 Dual EKF,139,1,1,1,1
C_1_to_0p8,B3 Dual EKF,140,1,1,1,1
C_1_to_0p8,B3 Dual EKF,141,1,1,1,1
C_1_to_0p8,B3 Dual EKF,142,1,1,1,1
C_1_to_0p8,B3 Dual EKF,143,1,1,1,1
C_1_to_0p8,B3 Dual EKF,144,1,1,1,1
C_1_to_0p8,B3 Dual EKF,145,1,1,1,1
C_1_to_0p8,B3 Dual EKF,146,1,1,1,1
C_1_to_0p8,B3 Dual EKF,147,1,1,1,1
C_1_to_0p8,B3 Dual EKF,148,1,1,1,1
C_1_to_0p8,B3 Dual EKF,149,1,1,1,1
C_1_to_0p8,B3 Dual EKF,150,1,1,1,1
C_1_to_0p8,B3 Dual EKF,151,1,1,1,1
C_1_to_0p8,B3 Dual EKF,152,1,1,1,1
C_1_to_0p8,B3 Dual EKF,153,1,1,1,1
C_1_to_0p8,B3 Dual EKF,154,1,1,1,1
C_1_to_0p8,B3 Dual EKF,155,1,1,1,1
C_1_to_0p8,B3 Dual EKF,156,1,1,1,1
C_1_to_0p8,B3 Dual EKF,157,1,1,1,1
C_1_to_0p8,B3 Dual EKF,158,1,1,1,1
C_1_to_0p8,B3 Dual EKF,159,1,1,1,1
C_1_to_0p8,B3 Dual EKF,160,1,1,1,1
C_1_to_0p8,B3 Dual EKF,161,1,1,1,1
C_1_to_0p8,B3 Dual EKF,162,1,1,1,1
C_1_to_0p8,B3 Dual EKF,163,1,1,1,1
C_1_to_0p8,B3 Dual EKF,164,1,1,1,1
C_1_to_0p8,B3 Dual EKF,165,1,1,1,1
C_1_to_0p8,B3 Dual EKF,166,1,1,1,1
C_1_to_0p8,B3 Dual EKF,167,1,1,1,1
C_1_to_0p8,B3 Dual EKF,168,1,1,1,1
C_1_to_0p8,B3 Dual EKF,169,1,1,1,1
C_1_to_0p8,B3 Dual EKF,170,1,1,1,1
C_1_to_0p8,B3 Dual EKF,171,1,1,1,1
C_1_to_0p8,B3 Dual EKF,172,1,1,1,1
C_1_to_0p8,B3 Dual EKF,173,1,1,1,1
C_1_to_0p8,B3 Dual EKF,174,1,1,1,1
C_1_to_0p8,B3 Dual EKF,175,1,1,1,1
C_1_to_0p8,B3 Dual EKF,176,1,1,1,1
C_1_to_0p8,B3 Dual EKF,177,1,1,1,1
C_1_to_0p8,B3 Dual EKF,178,1,1,1,1
C_1_to_0p8,B3 Dual EKF,179,1,1,1,1
C_1_to_0p8,B3 Dual EKF,180,1,1,1,1
C_1_to_0p8,B3 Dual EKF,181,1,1,1,1
C_1_to_0p8,B3 Dual EKF,182,1,1,1,1
C_1_to_0p8,B3 Dual EKF,183,1,1,1,1
C_1_to_0p8,B3 Dual EKF,184,1,1,1,1
C_1_to_0p8,B3 Dual EKF,185,1,1,1,1
C_1_to_0p8,B3 Dual EKF,186,1,1,1,1
C_1_to_0p8,B3 Dual EKF,187,1,1,1,1
C_1_to_0p8,B3 Dual EKF,188,1,1,1,1
C_1_to_0p8,B3 Dual EKF,189,1,1,1,1
C_1_to_0p8,B3 Dual EKF,190,1,1,1,1
C_1_to_0p8,B3 Dual EKF,191,1,1,1,1
C_1_to_0p8,B3 Dual EKF,192,1,1,1,1
C_1_to_0p8,B3 Dual EKF,193,1,1,1,1
C_1_to_0p8,B3 Dual EKF,194,1,1,1,1
C_1_to_0p8,B3 Dual EKF,195,1,1,1,1
C_1_to_0p8,B3 Dual EKF,196,1,1,1,1
C_1_to_0p8,B3 Dual EKF,197,1,1,1,1
C_1_to_0p8,B3 Dual EKF,198,1,1,1,1
C_1_to_0p8,B3 Dual EKF,199,1,1,1,1
C_1_to_0p8,B3 Dual EKF,200,0.8,1,0.997826086956522,1.017
C_1_to_0p8,B3 Dual EKF,201,0.8,1,0.995675803402646,1.01676902173913
C_1_to_0p8,B3 Dual EKF,202,0.8,1,0.993548892496096,1.01654118176985
C_1_to_0p8,B3 Dual EKF,203,0.8,1,0.991445100186356,1.01631643745232
C_1_to_0p8,B3 Dual EKF,204,0.8,1,0.98936417518433,1.01609474672607
C_1_to_0p8,B3 Dual EKF,205,0.8,1,0.987305868932327,1.01587606810207
C_1_to_0p8,B3 Dual EKF,206,0.8,1,0.985269935574367,1.01566036065503
C_1_to_0p8,B3 Dual EKF,207,0.8,1,0.983256131926819,1.0154475840157
C_1_to_0p8,B3 Dual EKF,208,0.8,1,0.981264217449354,1.01523769836331
C_1_to_0p8,B3 Dual EKF,209,0.8,1,0.979293954216209,1.01503066441816
C_1_to_0p8,B3 Dual EKF,210,0.8,1,0.977345106887772,1.01482644343422
C_1_to_0p8,B3 Dual EKF,211,0.8,1,0.97541744268247,1.0146249971919
C_1_to_0p8,B3 Dual EKF,212,0.8,1,0.973510731348965,1.01442628799093
C_1_to_0p8,B3 Dual EKF,213,0.8,1,0.97162474513865,1.01423027864322
C_1_to_0p8,B3 Dual EKF,214,0.8,1,0.969759258778447,1.01403693246601
C_1_to_0p8,B3 Dual EKF,215,0.8,1,0.967914049443899,1.01384621327489
C_1_to_0p8,B3 Dual EKF,216,0.8,1,0.966088896732552,1.01365808537714
C_1_to_0p8,B3 Dual EKF,217,0.8,1,0.964283582637633,1.01347251356495
C_1_to_0p8,B3 Dual EKF,218,0.8,1,0.962497891522006,1.0132894631089
C_1_to_0p8,B3 Dual EKF,219,0.8,1,0.960731610092419,1.01310889975144
C_1_to_0p8,B3 Dual EKF,220,0.8,1,0.958984527374024,1.01293078970047
C_1_to_0p8,B3 Dual EKF,221,0.8,1,0.957256434685176,1.01275509962302
C_1_to_0p8,B3 Dual EKF,222,0.8,1,0.955547125612511,1.01258179663901
C_1_to_0p8,B3 Dual EKF,223,0.8,1,0.953856395986288,1.01241084831511
C_1_to_0p8,B3 Dual EKF,224,0.8,1,0.952184043856002,1.01224222265866
C_1_to_0p8,B3 Dual EKF,225,0.8,1,0.950529869466263,1.01207588811166
C_1_to_0p8,B3 Dual EKF,226,0.8,1,0.948893675232934,1.01191181354493
C_1_to_0p8,B3 Dual EKF,227,0.8,1,0.947275265719532,1.0117499682522
C_1_to_0p8,B3 Dual EKF,228,0.8,1,0.945674447613885,1.01159032194442
C_1_to_0p8,B3 Dual EKF,229,0.8,1,0.944091029705039,1.01143284474409
C_1_to_0p8,B3 Dual EKF,230,0.8,1,0.942524822860419,1.01127750717963
C_1_to_0p8,B3 Dual EKF,231,0.8,1,0.94097564000324,1.01112428017991
C_1_to_0p8,B3 Dual EKF,232,0.8,1,0.939443296090162,1.01097313506877
C_1_to_0p8,B3 Dual EKF,233,0.8,1,0.937927608089182,1.01082404355969
C_1_to_0p8,B3 Dual EKF,234,0.8,1,0.936428394957778,1.01067697775045
C_1_to_0p8,B3 Dual EKF,235,0.8,1,0.93494547762128,1.01053191011797
C_1_to_0p8,B3 Dual EKF,236,0.8,1,0.933478678951484,1.01038881351311
C_1_to_0p8,B3 Dual EKF,237,0.8,1,0.932027823745489,1.01024766115559
C_1_to_0p8,B3 Dual EKF,238,0.8,1,0.930592738704777,1.01010842662902
C_1_to_0p8,B3 Dual EKF,239,0.8,1,0.929173252414508,1.00997108387591
C_1_to_0p8,B3 Dual EKF,240,0.8,1,0.927769195323046,1.00983560719281
C_1_to_0p8,B3 Dual EKF,241,0.8,1,0.926380399721708,1.00970197122552
C_1_to_0p8,B3 Dual EKF,242,0.8,1,0.925006699724733,1.0095701509643
C_1_to_0p8,B3 Dual EKF,243,0.8,1,0.923647931249464,1.00944012173925
C_1_to_0p8,B3 Dual EKF,244,0.8,1,0.922303931996753,1.00931185921561
C_1_to_0p8,B3 Dual EKF,245,0.8,1,0.920974541431571,1.00918533938932
C_1_to_0p8,B3 Dual EKF,246,0.8,1,0.919659600763836,1.00906053858239
C_1_to_0p8,B3 Dual EKF,247,0.8,1,0.918358952929447,1.00893743343861
C_1_to_0p8,B3 Dual EKF,248,0.8,1,0.917072442571518,1.00881600091907
C_1_to_0p8,B3 Dual EKF,249,0.8,1,0.915799916021828,1.00869621829788
C_1_to_0p8,B3 Dual EKF,250,0.8,1,0.91454122128246,1.00857806315797
C_1_to_0p8,B3 Dual EKF,251,0.8,1,0.913296208007651,1.0084615133868
C_1_to_0p8,B3 Dual EKF,252,0.8,1,0.912064727485828,1.0083465471723
C_1_to_0p8,B3 Dual EKF,253,0.8,1,0.910846632621852,1.00823314299877
C_1_to_0p8,B3 Dual EKF,254,0.8,1,0.90964177791944,1.00812127964281
C_1_to_0p8,B3 Dual EKF,255,0.8,1,0.908450019463794,1.0080109361694
C_1_to_0p8,B3 Dual EKF,256,0.8,1,0.907271214904405,1.00790209192797
C_1_to_0p8,B3 Dual EKF,257,0.8,1,0.906105223438053,1.00779472654851
C_1_to_0p8,B3 Dual EKF,258,0.8,1,0.904951905791987,1.0076888199378
C_1_to_0p8,B3 Dual EKF,259,0.8,1,0.903811124207292,1.0075843522756
C_1_to_0p8,B3 Dual EKF,260,0.8,1,0.90268274242243,1.00748130401098
C_1_to_0p8,B3 Dual EKF,261,0.8,1,0.901566625656969,1.00737965585866
C_1_to_0p8,B3 Dual EKF,262,0.8,1,0.90046264059548,1.00727938879536
C_1_to_0p8,B3 Dual EKF,263,0.8,1,0.899370655371616,1.0071804840563
C_1_to_0p8,B3 Dual EKF,264,0.8,1,0.898290539552359,1.00708292313162
C_1_to_0p8,B3 Dual EKF,265,0.8,1,0.897222164122442,1.00698668776298
C_1_to_0p8,B3 Dual EKF,266,0.8,1,0.896165401468938,1.00689175994012
C_1_to_0p8,B3 Dual EKF,267,0.8,1,0.895120125366014,1.00679812189745
C_1_to_0p8,B3 Dual EKF,268,0.8,1,0.894086210959862,1.0067057561108
C_1_to_0p8,B3 Dual EKF,269,0.8,1,0.893063534753777,1.00661464529408
C_1_to_0p8,B3 Dual EKF,270,0.8,1,0.892051974593409,1.00652477239606
C_1_to_0p8,B3 Dual EKF,271,0.8,1,0.891051409652177,1.0064361205972
C_1_to_0p8,B3 Dual EKF,272,0.8,1,0.890061720416827,1.00634867330648
C_1_to_0p8,B3 Dual EKF,273,0.8,1,0.889082788673166,1.00626241415829
