test_id,model_type,Vin,D,load_percent,fs_Hz,C_true_F,ESR_true_Ohm,noise_SNR_dB,adc_bits,samples_per_cycle,sync_error_s,ESL_H,method,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,convergence_time_s,rank_Phi,cond_Phi,rank_Obs,cond_Obs,min_singular_Obs,status,notes
NONIDEAL_5,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,0.000100001840419488,0.00184041948823044,0.0494960148717589,1.00797025648218,NaN,2,NaN,NaN,NaN,NaN,PASS,MOSFET_Ron
NONIDEAL_6,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF,9.99755903486455e-05,0.0244096513545067,0.0494689947703767,1.06201045924653,NaN,2,NaN,NaN,NaN,NaN,PASS,MOSFET_Ron
NONIDEAL_7,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,0.000100002375671281,0.00237567128134053,0.0494964088667511,1.00718226649771,NaN,2,NaN,NaN,NaN,NaN,PASS,Diode
NONIDEAL_8,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF,9.99752883996383e-05,0.0247116003616821,0.049469394875655,1.06121024869,NaN,2,NaN,NaN,NaN,NaN,PASS,Diode
NONIDEAL_9,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,RLS,0.000100002147596122,0.0021475961219819,0.0494964316958307,1.00713660833853,NaN,2,NaN,NaN,NaN,NaN,PASS,Combined
NONIDEAL_10,Model_A_nonideal,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,TS_LTVKF,9.99740890792563e-05,0.0259109207436992,0.0494696954025329,1.06060919493417,NaN,2,NaN,NaN,NaN,NaN,PASS,Combined
EDGE_ESL_1,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,naive_peak,NaN,NaN,0.0517708943230498,3.54178864609951,NaN,NaN,NaN,NaN,NaN,NaN,PASS,120 rising edges
EDGE_ESL_2,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,safe_window,NaN,NaN,0.0574241990807725,14.848398161545,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_3,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,0,linear_extrapolation,NaN,NaN,0.049761753235344,0.476493529311922,NaN,NaN,NaN,NaN,NaN,NaN,PASS,120 rising edges
EDGE_ESL_4,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,5e-09,naive_peak,NaN,NaN,0.132042663308605,164.085326617211,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_5,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,5e-09,safe_window,NaN,NaN,0.0574588301241172,14.9176602482343,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_6,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,5e-09,linear_extrapolation,NaN,NaN,0.0496764323373623,0.647135325275454,NaN,NaN,NaN,NaN,NaN,NaN,PASS,120 rising edges
EDGE_ESL_7,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,1e-08,naive_peak,NaN,NaN,0.214472237764813,328.944475529626,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_8,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,1e-08,safe_window,NaN,NaN,0.0574934611674624,14.9869223349249,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_9,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,1e-08,linear_extrapolation,NaN,NaN,0.0495911114393812,0.817777121237523,NaN,NaN,NaN,NaN,NaN,NaN,PASS,120 rising edges
EDGE_ESL_10,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,2e-08,naive_peak,NaN,NaN,0.379331386677228,658.662773354456,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_11,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,2e-08,safe_window,NaN,NaN,0.0575627232541512,15.1254465083025,NaN,NaN,NaN,NaN,NaN,NaN,FAIL,120 rising edges
EDGE_ESL_12,Model_A_ESL_ringing,24,0.4,100,50000,0.0001,0.05,NaN,NaN,200,0,2e-08,linear_extrapolation,NaN,NaN,0.0494204696434177,1.15906071316462,NaN,NaN,NaN,NaN,NaN,NaN,PASS,120 rising edges
