adc_bits,voltage_LSB_V,current_LSB_A,samples_per_cycle,sample_phase_fraction,method,pre_projection_C_F,pre_projection_ESR_Ohm,C_est_F,C_MAPE_percent,ESR_est_Ohm,ESR_MAPE_percent,status,edge_window_us,edge_points_per_side
12,0.0244200244200244,0.00244200244200244,8,0.375,old_TS_LTVKF,0.00015,0.0451304942064755,0.00015,50,0.0451304942064755,9.73901158704894,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.375,TR_TS_LTVKF,0.000105357012094389,0.05,0.000101851674947726,1.85167494772633,0.05,0,PASS,6,3
12,0.0244200244200244,0.00244200244200244,8,0.4375,old_TS_LTVKF,0.00015,0.0467383504454048,0.00015,50,0.0467383504454048,6.52329910919032,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.4375,TR_TS_LTVKF,7.97231284523139e-05,0.0397698251014219,8.48162849031716e-05,15.1837150968285,0.0520573020516103,4.1146041032206,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.5,old_TS_LTVKF,0.00015,0.0468317931204337,0.00015,50,0.0468317931204337,6.33641375913253,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.5,TR_TS_LTVKF,0.000103522558397962,0.0515410598911222,0.000101679173695337,1.67917369533712,0.0511645164621304,2.32903292426088,PASS,6,3
12,0.0244200244200244,0.00244200244200244,8,0.5625,old_TS_LTVKF,0.00015,0.0477670580615023,0.00015,50,0.0477670580615023,4.46588387699532,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.5625,TR_TS_LTVKF,0.000107631922444133,0.0485476988893309,0.000104041510201252,4.04151020125234,0.0504483885228199,0.896777045639707,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.625,old_TS_LTVKF,0.00015,0.0507865032059491,0.00015,50,0.0507865032059491,1.57300641189826,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.625,TR_TS_LTVKF,0.000108215874893834,0.05,0.000104260585227974,4.26058522797412,0.05,0,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.6875,old_TS_LTVKF,0.00015,0.0531185112237112,0.00015,50,0.0531185112237112,6.23702244742246,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.6875,TR_TS_LTVKF,0.000108580568882216,0.05,0.000104268766207958,4.26876620795822,0.05,0,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.75,old_TS_LTVKF,0.00015,0.0544669334791644,0.00015,50,0.0544669334791644,8.93386695832879,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.75,TR_TS_LTVKF,0.000107562602626716,0.05,0.000104157036080579,4.15703608057936,0.05,0,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.8125,old_TS_LTVKF,0.00015,0.0569469746155945,0.00015,50,0.0569469746155945,13.8939492311889,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.8125,TR_TS_LTVKF,0.000109469808497717,0.05,0.00010355992560891,3.55992560890983,0.05,0,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.875,old_TS_LTVKF,0.00015,0.0599827692221923,0.00015,50,0.0599827692221923,19.9655384443846,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.875,TR_TS_LTVKF,8.2768137634552e-05,0.05,8.75993621839082e-05,12.4006378160918,0.05,0,FAIL,6,3
12,0.0244200244200244,0.00244200244200244,8,0.9375,old_TS_LTVKF,0.00015,0.0610371939558428,0.00015,50,0.0610371939558428,22.0743879116856,FAIL,6,3
